coder.id,paper.doi_1,Aim,performance.type,Aim.disagree,Q49,initial.note,claim.presence,Flag,Flag.type,Flag.type_3_TEXT,Note.final,group,variable,value,theme_count
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,env.opps,Non-specified,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,Human.opps,Public Health,184
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,Health.opps,Increasing Food Security,147
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,existence,1 - The theme exists,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,fulfillment,0.5 - hedging,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,more,Yes,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,problem.or.benefit,Barrier,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,develop.or.adopt,Adoption,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,adoption.category,Public Distrust,119
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,adoption.category,Cost or Willingness to Pay,63
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,distrust.sources,Disgust reactions,31
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,distrust.sources,poor Sensory Attributes,59
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,senses.distrust,not specified,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,existence,1 - The theme exists,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,fulfillment,Not Indicated,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,more,Yes,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,problem.or.benefit,Opportunity,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,opportunity.type,the Environment,189
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,opportunity.type,Humans,187
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,env.opps,Excessive Fresh Water Use,77
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,env.opps,Land Use or Land Change,90
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,env.opps,Biodiversity Impacts,26
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,env.opps,Climate Change Impacts,50
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,env.opps,Pollution,113
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,env.opps,Non-specified,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,pollution,Air,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,Human.opps,Public Health,184
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,Health.opps,Increasing Food Security,147
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,existence,1 - The theme exists,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,fulfillment,0.5 - hedging,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,more,Yes,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,problem.or.benefit,Barrier,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,develop.or.adopt,Adoption,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,adoption.category,Public Distrust,119
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,distrust.sources,Disgust reactions,31
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,existence,1 - The theme exists,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,fulfillment,Not Indicated,NA
Chris,10.3390/nu11081904,Acceptance,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,more,No - Continue to Final Note,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,more,Yes,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,problem.or.benefit,Barrier,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,develop.or.adopt,Development,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,development.category,Scaffolds,75
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,existence,0 - Theme may or may not exist,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,1,fulfillment,Not Indicated,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,more,Yes,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,problem.or.benefit,Opportunity,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,opportunity.type,the Environment,189
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,opportunity.type,Livestock,131
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,opportunity.type,Humans,187
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,env.opps,Non-specified,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,Human.opps,Public Health,184
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,Health.opps,Increasing Food Security,147
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,Health.opps,Food Safety Improvements,90
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,Food.safety,Reducing Antibiotics used for Livestock,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,existence,1 - The theme exists,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,2,fulfillment,0.5 - hedging,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,more,Yes,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,problem.or.benefit,Barrier,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,develop.or.adopt,Development,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,development.category,Scaffolds,75
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,development.category,non-specified barrier to scale,67
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,existence,1 - The theme exists,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,3,fulfillment,0.5 - hedging,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,more,Yes,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,problem.or.benefit,Barrier,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,develop.or.adopt,Adoption,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,adoption.category,Public Distrust,119
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,distrust.sources,poor Sensory Attributes,59
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,senses.distrust,Taste,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,senses.distrust,Looks,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,senses.distrust,Texture,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,existence,0 - Theme may or may not exist,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,4,fulfillment,0.5 - hedging,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,more,Yes,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,problem.or.benefit,Opportunity,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,opportunity.type,the Environment,189
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,env.opps,Non-specified,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,existence,1 - The theme exists,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,5,fulfillment,0.5 - hedging,NA
Chris,10.1038/s41538-024-00262-1,Scaffolding,NA,None,NA,NA,Yes,NA,NA,NA,NA,6,more,No - Continue to Final Note,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,1,more,Yes,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,1,problem.or.benefit,Opportunity,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,1,opportunity.type,Humans,187
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,1,Human.opps,Public Health,184
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,1,Health.opps,Increasing Food Security,147
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,1,existence,1 - The theme exists,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,1,fulfillment,0.5 - hedging,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,2,more,Yes,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,2,problem.or.benefit,Barrier,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,2,develop.or.adopt,Development,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,2,develop.or.adopt,Adoption,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,2,adoption.category,Cost or Willingness to Pay,63
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,2,development.category,Scaffolds,75
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,2,existence,1 - The theme exists,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,2,fulfillment,0 - Theme may or may not be overcome,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,3,more,Yes,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,3,problem.or.benefit,Barrier,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,3,develop.or.adopt,Development,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,3,develop.or.adopt,Adoption,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,3,adoption.category,Cost or Willingness to Pay,63
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,3,development.category,non-specified barrier to scale,67
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,3,existence,0.5 - hedging,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,3,fulfillment,1 - Theme will be overcome/fulfilled or already is,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,more,Yes,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,problem.or.benefit,Opportunity,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,opportunity.type,the Environment,189
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,opportunity.type,Livestock,131
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,opportunity.type,Humans,187
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,env.opps,Pollution,113
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,env.opps,Other,11
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,pollution,Air,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,pollution,Soil,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,Human.opps,Public Health,184
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,existence,1 - The theme exists,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,4,fulfillment,0.5 - hedging,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,5,more,Yes,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,5,problem.or.benefit,Opportunity,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,5,opportunity.type,Humans,187
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,5,Human.opps,Public Health,184
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,5,Health.opps,Offering Better Nutrition,40
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,5,existence,1 - The theme exists,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,5,fulfillment,1 - Theme will be overcome/fulfilled or already is,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,more,Yes,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,problem.or.benefit,Barrier,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,problem.or.benefit,Opportunity,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,develop.or.adopt,Development,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,develop.or.adopt,Adoption,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,adoption.category,Cost or Willingness to Pay,63
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,development.category,Scaffolds,75
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,development.category,non-specified barrier to scale,67
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,opportunity.type,the Environment,189
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,env.opps,Wasteful production methods,10
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,existence,1 - The theme exists,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,6,fulfillment,0.5 - hedging,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,more,Yes,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,problem.or.benefit,Opportunity,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,opportunity.type,the Environment,189
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,opportunity.type,Livestock,131
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,opportunity.type,Humans,187
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,env.opps,Excessive Fresh Water Use,77
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,env.opps,Land Use or Land Change,90
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,env.opps,Pollution,113
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,pollution,Air,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,Human.opps,Public Health,184
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,Health.opps,Increasing Food Security,147
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,existence,0.5 - hedging,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,7,fulfillment,0 - Theme may or may not be overcome,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,8,more,Yes,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,8,problem.or.benefit,Opportunity,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,8,opportunity.type,Humans,187
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,8,Human.opps,Public Health,184
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,8,Health.opps,Food Safety Improvements,90
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,8,Food.safety,Reducing risk of Contaminants,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,8,Food.safety,Reducing Antibiotics used for Livestock,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,8,existence,1 - The theme exists,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,8,fulfillment,0 - Theme may or may not be overcome,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,9,more,Yes,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,9,problem.or.benefit,Barrier,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,9,develop.or.adopt,Development,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,9,develop.or.adopt,Adoption,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,9,adoption.category,Cost or Willingness to Pay,63
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,9,development.category,Scaffolds,75
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,9,development.category,Cell Maintenance,26
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,9,development.category,other,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,9,existence,0.5 - hedging,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,9,fulfillment,1 - Theme will be overcome/fulfilled or already is,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,10,more,Yes,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,10,problem.or.benefit,Barrier,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,10,develop.or.adopt,Development,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,10,develop.or.adopt,Adoption,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,10,adoption.category,Cost or Willingness to Pay,63
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,10,development.category,Scaffolds,75
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,10,existence,0.5 - hedging,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,10,fulfillment,1 - Theme will be overcome/fulfilled or already is,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,11,more,Yes,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,11,problem.or.benefit,Barrier,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,11,develop.or.adopt,Development,NA
Griffin,10.1016/j.ifset.2024.103734,Scaffolding,NA,None,NA,NA,Yes,Flag (Choose Below),Cross Reference,ICR,NA,11,development.category,Cell Maintenance,26
