doi,title,url,publisherID,journalID,dateCreated,references,referencedBy,aim
10.1016/j.foodpol.2022.102307,Identity labels as an instrument to reduce meat demand and encourage consumption of plant based and cultured meat alternatives in China,https://doi.org/10.1016/j.foodpol.2022.102307,Elsevier BV,Food Policy,2022-07-05,59,50,Acceptance
10.1007/s11626-024-00963-7,Conditions for establishing fin primary cell cultures in a wide range of ray-finned fishes,https://doi.org/10.1007/s11626-024-00963-7,Springer Science and Business Media LLC,In Vitro Cellular &amp; Developmental Biology - Animal,2024-08-08,42,2,Cell Sources
10.1016/j.scitotenv.2023.164988,Toward sustainable culture media: Using artificial intelligence to optimize reduced-serum formulations for cultivated meat,https://doi.org/10.1016/j.scitotenv.2023.164988,Elsevier BV,Science of The Total Environment,2023-06-19,62,30,Media
10.3390/nu15214649,The Heat about Cultured Meat in Poland: A Cross-Sectional Acceptance Study,https://doi.org/10.3390/nu15214649,MDPI AG,Nutrients,2023-11-02,85,9,Acceptance
10.1038/s42003-022-03423-8,Simple and effective serum-free medium for sustained expansion of bovine satellite cells for cell cultured meat,https://doi.org/10.1038/s42003-022-03423-8,Springer Science and Business Media LLC,Communications Biology,2022-06-02,42,183,Media
10.1186/s40100-023-00278-3,"Adaption of the meat attachment scale (MEAS) to Germany: interplay with food neophobia, preference for organic foods, social trust and trust in food technology innovations",https://doi.org/10.1186/s40100-023-00278-3,Springer Science and Business Media LLC,Agricultural and Food Economics,2023-09-19,79,8,Acceptance
10.3390/bioengineering11080854,Bovine Placentome-Derived Extracellular Matrix: A Sustainable 3D Scaffold for Cultivated Meat,https://doi.org/10.3390/bioengineering11080854,MDPI AG,Bioengineering,2024-08-26,70,2,Scaffolding
10.1111/faf.12541,The long and narrow path for novel cell‐based seafood to reduce fishing pressure for marine ecosystem recovery,https://doi.org/10.1111/faf.12541,Wiley,Fish and Fisheries,2021-02-10,88,25,Performance
10.3390/su141912501,Factors Affecting Consumers’ Cultivated Meat Purchase Intentions,https://doi.org/10.3390/su141912501,MDPI AG,Sustainability,2022-10-10,81,13,Acceptance
10.21315/mjms2023.30.5.19,Cultured Meat and Malaysia’s Quest for Food Security and Climate Change Mitigation,https://doi.org/10.21315/mjms2023.30.5.19,Penerbit Universiti Sains Malaysia,Malaysian Journal of Medical Sciences,2023-11-02,0,0,Review
10.1155/2024/1027972,"Citrus sunki Peel Extract, Containing Nobiletin and Tangeretin, Enhances Proliferation and Differentiation in 3T3-L1 Adipocytes",https://doi.org/10.1155/2024/1027972,Wiley,Journal of Food Biochemistry,2024-03-14,84,0,Media
10.1159/000511764,Engineering Murine Adipocytes and Skeletal Muscle Cells in Meat-like Constructs Using Self-Assembled Layer-by-Layer Biofabrication: A Platform for Development of Cultivated Meat,https://doi.org/10.1159/000511764,S. Karger AG,Cells Tissues Organs,2021-01-13,14,25,Scaffolding
10.1016/j.foodres.2022.111561,Production of cultured meat by culturing porcine smooth muscle cells in vitro with food grade peanut wire-drawing protein scaffold,https://doi.org/10.1016/j.foodres.2022.111561,Elsevier BV,Food Research International,2022-06-23,42,48,Scaffolding
10.1016/j.foodres.2022.111818,Quality evaluation of cultured meat with plant protein scaffold,https://doi.org/10.1016/j.foodres.2022.111818,Elsevier BV,Food Research International,2022-08-24,43,25,Scaffolding
10.3389/fsufs.2023.1302511,Can environmentally themed music increase consumers' willingness to pay for low-carbon food? A discrete choice experiment method,https://doi.org/10.3389/fsufs.2023.1302511,Frontiers Media SA,Frontiers in Sustainable Food Systems,2023-12-21,135,1,Acceptance
10.1039/d1fo04340d,Vitamin C enhances the <i>ex vivo</i> proliferation of porcine muscle stem cells for cultured meat production,https://doi.org/10.1039/d1fo04340d,Royal Society of Chemistry (RSC),Food &amp; Function,2022-04-05,51,26,Media
10.1002/fft2.165,Brits and British Muslims and their perceptions of cultured meat: How big is their willingness to purchase?,https://doi.org/10.1002/fft2.165,Wiley,Food Frontiers,2022-06-18,54,13,Acceptance
10.1016/j.foodhyd.2024.110369,3D printing of plant-based fat inks towards manufacturing complex cellular agriculture products with fatty structures,https://doi.org/10.1016/j.foodhyd.2024.110369,Elsevier BV,Food Hydrocolloids,2024-07-02,70,6,Scaffolding
10.1002/adsu.202300499,Pea Protein‐Rich Scaffolds Support 3D Bovine Skeletal Muscle Formation for Cultivated Meat Application,https://doi.org/10.1002/adsu.202300499,Wiley,Advanced Sustainable Systems,2024-01-16,51,14,Scaffolding
10.1007/s11569-018-0330-0,Visions of In Vitro Meat among Experts and Stakeholders,https://doi.org/10.1007/s11569-018-0330-0,Springer Science and Business Media LLC,NanoEthics,2018-11-06,35,15,Stakeholders
10.1016/j.foodqual.2024.105102,"Complexity of consumer acceptance to alternative protein foods in a multiethnic Asian population: A comparison of plant-based meat alternatives, cultured meat, and insect-based products",https://doi.org/10.1016/j.foodqual.2024.105102,Elsevier BV,Food Quality and Preference,2024-01-07,42,31,Acceptance
10.1007/s11947-024-03414-z,Exploring Functionality Gain for (Recombinant) β-Lactoglobulin Through Production and Processing Interventions,https://doi.org/10.1007/s11947-024-03414-z,Springer Science and Business Media LLC,Food and Bioprocess Technology,2024-05-01,51,1,MIN
10.1177/0963662516639001,"The first bite: Imaginaries, promotional publics and the laboratory grown burger",https://doi.org/10.1177/0963662516639001,SAGE Publications,Public Understanding of Science,2016-03-31,49,72,Education
10.1016/j.meatsci.2022.109080,WITHDRAWN: Do individuals living in Turkey accept artificial meat?,https://doi.org/10.1016/j.meatsci.2022.109080,Elsevier BV,Meat Science,2022-12-20,36,0,Acceptance
10.1016/j.foodhyd.2022.107632,Chitosan-collagen hydrogel microparticles as edible cell microcarriers for cultured meat,https://doi.org/10.1016/j.foodhyd.2022.107632,Elsevier BV,Food Hydrocolloids,2022-03-09,55,56,Scaffolding
10.1007/s12015-023-10535-z,Static Magnetic Fields Promote Generation of Muscle Lineage Cells from Pluripotent Stem Cells and Myoblasts,https://doi.org/10.1007/s12015-023-10535-z,Springer Science and Business Media LLC,Stem Cell Reviews and Reports,2023-04-04,54,3,Cell Differentiation
10.3390/foods12142682,The Effect of Long-Term Passage on Porcine SMCs’ Function and the Improvement of TGF-β1 on Porcine SMCs’ Secretory Function in Late Passage,https://doi.org/10.3390/foods12142682,MDPI AG,Foods,2023-07-13,63,1,Cell Differentiation
10.1371/journal.pone.0251432,Analyzing the importance of attributes for Brazilian consumers to replace conventional beef with cultured meat,https://doi.org/10.1371/journal.pone.0251432,Public Library of Science (PLoS),PLOS ONE,2021-05-07,27,25,Acceptance
10.1016/j.biomaterials.2022.121631,"Future foods: Design, fabrication and production through microfluidics",https://doi.org/10.1016/j.biomaterials.2022.121631,Elsevier BV,Biomaterials,2022-06-15,136,31,Scaffolding
10.1016/j.meatsci.2022.108942,"Italian consumers standing at the crossroads of alternative protein sources: Cultivated meat, insect-based and novel plant-based foods",https://doi.org/10.1016/j.meatsci.2022.108942,Elsevier BV,Meat Science,2022-08-06,87,30,NA
10.3390/foods10123116,Extracellular Matrix and the Production of Cultured Meat,https://doi.org/10.3390/foods10123116,MDPI AG,Foods,2021-12-15,109,38,Scaffolding
10.1108/bfj-01-2018-0025,Exploring perceptions of sustainable proteins and meat attachment,https://doi.org/10.1108/bfj-01-2018-0025,Emerald,British Food Journal,2018-10-23,41,130,NA
10.1177/09717218221075158,When Justification Theory Meets Responsible Innovation: A Study of Cell-Based Meat,https://doi.org/10.1177/09717218221075158,SAGE Publications,"Science, Technology and Society",2022-02-06,60,0,Ethics
10.1016/j.foodhyd.2017.05.036,Correlating network structure with functional properties of capillary alginate gels for muscle fiber formation,https://doi.org/10.1016/j.foodhyd.2017.05.036,Elsevier BV,Food Hydrocolloids,2017-06-01,34,34,Scaffolding
10.3389/fnut.2019.00103,The Impact of Framing on Acceptance of Cultured Meat,https://doi.org/10.3389/fnut.2019.00103,Frontiers Media SA,Frontiers in Nutrition,2019-07-03,75,157,Acceptance
10.1038/s41467-024-49521-5,Flavor-switchable scaffold for cultured meat with enhanced aromatic properties,https://doi.org/10.1038/s41467-024-49521-5,Springer Science and Business Media LLC,Nature Communications,2024-07-09,57,8,Scaffolding
10.3390/su13158235,Stated Preferences for Plant-Based and Cultured Meat: A Choice Experiment Study of Spanish Consumers,https://doi.org/10.3390/su13158235,MDPI AG,Sustainability,2021-07-23,102,28,Acceptance
10.3389/fcell.2023.1193634,The ensured proliferative capacity of myoblast in serum-reduced conditions with Methyl-β-cyclodextrin,https://doi.org/10.3389/fcell.2023.1193634,Frontiers Media SA,Frontiers in Cell and Developmental Biology,2023-05-12,53,5,Media
10.1021/acsbiomaterials.3c00358,Optimization of Culture Media and Cell Ratios for 3D <i>In Vitro</i> Skeletal Muscle Tissues with Endothelial Cells,https://doi.org/10.1021/acsbiomaterials.3c00358,American Chemical Society (ACS),ACS Biomaterials Science &amp; Engineering,2023-06-16,49,0,Process
10.3390/nu13041284,"How Do Consumers Perceive Cultured Meat in Croatia, Greece, and Spain?",https://doi.org/10.3390/nu13041284,MDPI AG,Nutrients,2021-04-14,33,35,Acceptance
10.3390/foods12234275,Effect of Ultrasound and Salt on Structural and Physical Properties of Sodium Alginate/Soy Protein Isolates Composite Fiber,https://doi.org/10.3390/foods12234275,MDPI AG,Foods,2023-11-27,51,7,Scaffolding
10.1016/j.meatsci.2022.108964,"Food neophobia, food choice and the details of cultured meat acceptance",https://doi.org/10.1016/j.meatsci.2022.108964,Elsevier BV,Meat Science,2022-09-09,110,34,NA
10.1038/s41538-021-00090-7,Formation of contractile 3D bovine muscle tissue for construction of millimetre-thick cultured steak,https://doi.org/10.1038/s41538-021-00090-7,Springer Science and Business Media LLC,npj Science of Food,2021-03-02,35,129,Scaffolding
10.1016/j.fufo.2024.100412,"Toxicological risks of dairy proteins produced through cellular agriculture: Current state of knowledge, challenges and future perspectives",https://doi.org/10.1016/j.fufo.2024.100412,Elsevier BV,Future Foods,2024-06-27,84,12,Process
10.3390/nu15132935,"Exploring Ethical, Ecological, and Health Factors Influencing the Acceptance of Cultured Meat among Generation Y and Generation Z",https://doi.org/10.3390/nu15132935,MDPI AG,Nutrients,2023-06-29,88,4,Acceptance
10.1016/j.biomaterials.2022.121669,Emulsion-templated microparticles with tunable stiffness and topology: Applications as edible microcarriers for cultured meat,https://doi.org/10.1016/j.biomaterials.2022.121669,Elsevier BV,Biomaterials,2022-07-12,112,59,Scaffolding
10.1080/22041451.2024.2324405,Singapore media and novel foods: how new innovations and food categories are made and negotiated through mainstream and social media,https://doi.org/10.1080/22041451.2024.2324405,Informa UK Limited,Communication Research and Practice,2024-04-12,45,5,Education
10.1016/j.cofs.2019.09.004,Consumer responses to novel and unfamiliar foods,https://doi.org/10.1016/j.cofs.2019.09.004,Elsevier BV,Current Opinion in Food Science,2019-10-01,70,262,Acceptance
10.1038/s41538-021-00121-3,Reprocessing seafood waste: challenge to develop aquatic clean meat from fish cells,https://doi.org/10.1038/s41538-021-00121-3,Springer Science and Business Media LLC,npj Science of Food,2022-01-27,35,30,Process
10.1016/j.foodchem.2024.140696,A rich-nutritious cultured meat via bovine myocytes and adipocytes co-culture: Novel Prospect for cultured meat production techniques,https://doi.org/10.1016/j.foodchem.2024.140696,Elsevier BV,Food Chemistry,2024-07-30,38,4,Cell Differentiation
10.1016/j.foodhyd.2024.109762,Biocompatible porous material templated from gliadin particle and gellan gum co-stabilized wet foam,https://doi.org/10.1016/j.foodhyd.2024.109762,Elsevier BV,Food Hydrocolloids,2024-01-14,59,3,Scaffolding
10.1016/j.foodres.2022.111952,Identification of porcine adipose progenitor cells by fluorescence-activated cell sorting for the preparation of cultured fat by 3D bioprinting,https://doi.org/10.1016/j.foodres.2022.111952,Elsevier BV,Food Research International,2022-09-19,40,16,Cell Sources
10.1038/s41598-024-59767-0,Derivation and long-term maintenance of porcine skeletal muscle progenitor cells,https://doi.org/10.1038/s41598-024-59767-0,Springer Science and Business Media LLC,Scientific Reports,2024-04-23,64,3,Cell Sources
10.3389/fsufs.2019.00128,A Jewish Religious Perspective on Cellular Agriculture,https://doi.org/10.3389/fsufs.2019.00128,Frontiers Media SA,Frontiers in Sustainable Food Systems,2020-01-22,45,27,Religion
10.1016/j.foodcont.2021.108336,Alternative proteins and EU food law,https://doi.org/10.1016/j.foodcont.2021.108336,Elsevier BV,Food Control,2021-06-21,84,83,Regulations
10.1016/j.scitotenv.2022.158051,Prospective life cycle assessment of a bioprocess design for cultured meat production in hollow fiber bioreactors,https://doi.org/10.1016/j.scitotenv.2022.158051,Elsevier BV,Science of The Total Environment,2022-08-17,33,66,Performance
10.1016/j.foodqual.2024.105132,Germans' attitudes toward the microbial protein Solein® and willingness to consume it – The effect of information-based framing,https://doi.org/10.1016/j.foodqual.2024.105132,Elsevier BV,Food Quality and Preference,2024-02-10,93,1,Acceptance
10.1038/s41538-022-00155-1,Production of scaffold-free cell-based meat using cell sheet technology,https://doi.org/10.1038/s41538-022-00155-1,Springer Science and Business Media LLC,npj Science of Food,2022-09-03,47,44,Scaffolding
10.1080/01292986.2024.2342827,Examining public perceptions of cultivated meat in Singapore: food neophobia and neophilia as precursors to the influence of presumed media influence model,https://doi.org/10.1080/01292986.2024.2342827,Informa UK Limited,Asian Journal of Communication,2024-04-23,66,0,Acceptance
10.1007/s11367-015-0931-6,Meat alternatives: life cycle assessment of most known meat substitutes,https://doi.org/10.1007/s11367-015-0931-6,Springer Science and Business Media LLC,The International Journal of Life Cycle Assessment,2015-07-14,65,420,Performance
10.1016/j.fbio.2024.103819,Regulation of myogenic differentiation of myoblasts by groove structure for the design of cell culture meat scaffolds,https://doi.org/10.1016/j.fbio.2024.103819,Elsevier BV,Food Bioscience,2024-03-12,34,0,Scaffolding
10.3390/jfb14040218,Bovine Fibroblast-Derived Extracellular Matrix Promotes the Growth and Preserves the Stemness of Bovine Stromal Cells during In Vitro Expansion,https://doi.org/10.3390/jfb14040218,MDPI AG,Journal of Functional Biomaterials,2023-04-13,59,4,Scaffolding
10.1177/2514848620963125,Magical disruption? Alternative protein and the promise of de-materialization,https://doi.org/10.1177/2514848620963125,SAGE Publications,Environment and Planning E: Nature and Space,2020-10-07,43,28,Ethics
10.3390/foods10112537,Exploring Text Mining for Recent Consumer and Sensory Studies about Alternative Proteins,https://doi.org/10.3390/foods10112537,MDPI AG,Foods,2021-10-21,40,8,Education
10.3390/su16031138,Implications of Food Culture and Practice on the Acceptance of Alternative Meat,https://doi.org/10.3390/su16031138,MDPI AG,Sustainability,2024-01-29,45,0,Acceptance
10.3389/fsufs.2019.00011,"A Survey of Consumer Perceptions of Plant-Based and Clean Meat in the USA, India, and China",https://doi.org/10.3389/fsufs.2019.00011,Frontiers Media SA,Frontiers in Sustainable Food Systems,2019-02-27,30,355,Acceptance
10.1021/acs.jafc.3c09713,3D Porous Edible Scaffolds from Rye Secalin for Cell-Based Pork Fat Tissue Culturing,https://doi.org/10.1021/acs.jafc.3c09713,American Chemical Society (ACS),Journal of Agricultural and Food Chemistry,2024-05-11,34,3,Scaffolding
10.1152/ajpcell.00037.2024,Exploring frontiers in musculoskeletal biology and bioengineering,https://doi.org/10.1152/ajpcell.00037.2024,American Physiological Society,American Journal of Physiology-Cell Physiology,2024-01-22,11,0,MIN
10.1016/j.foodqual.2023.105032,Evaluations of meat substitutes in Brazil: Differences between vegetarians and omnivores and the role of vegetarian threat,https://doi.org/10.1016/j.foodqual.2023.105032,Elsevier BV,Food Quality and Preference,2023-10-28,47,5,Acceptance
10.1021/acsami.2c21702,Soy Protein Amyloid Fibril Scaffold for Cultivated Meat Application,https://doi.org/10.1021/acsami.2c21702,American Chemical Society (ACS),ACS Applied Materials &amp; Interfaces,2023-03-14,68,56,Scaffolding
10.5851/kosfa.2024.e27,"Laminin as a Key Extracellular Matrix for Proliferation, Differentiation, and Maturation of Porcine Muscle Stem Cell Cultivation",https://doi.org/10.5851/kosfa.2024.e27,Korean Society for Food Science of Animal Resources,Food Science of Animal Resources,2024-03-25,34,5,Scaffolding
10.3389/fbioe.2022.895289,Development of a Chemically Defined Medium for in vitro Expansion of Primary Bovine Satellite Cells,https://doi.org/10.3389/fbioe.2022.895289,Frontiers Media SA,Frontiers in Bioengineering and Biotechnology,2022-08-04,60,75,Media
10.1111/ajsp.12609,The link between people's social perceptions of cultivated meat eaters and their acceptance of cultivated meat,https://doi.org/10.1111/ajsp.12609,Wiley,Asian Journal of Social Psychology,2024-03-22,46,0,Acceptance
10.5851/kosfa.2020.e39,"Optimization of Culture Conditions for Maintaining Pig Muscle Stem
                    Cells In Vitro",https://doi.org/10.5851/kosfa.2020.e39,Korean Society for Food Science of Animal Resources,Food Science of Animal Resources,2020-05-21,31,32,Cell Sources
10.1016/j.ijbiomac.2024.134242,Stable cytoactivity of piscine satellite cells in rice bran-gelatin hydrogel scaffold of cultured meat,https://doi.org/10.1016/j.ijbiomac.2024.134242,Elsevier BV,International Journal of Biological Macromolecules,2024-07-29,60,4,Scaffolding
10.1016/j.foodhyd.2024.110156,Production of sodium alginate-gelatin composite hydrogel-based 3D cultured fat with low cholesterol and high polyunsaturated fatty acids,https://doi.org/10.1016/j.foodhyd.2024.110156,Elsevier BV,Food Hydrocolloids,2024-05-02,65,5,Scaffolding
10.1016/j.biomaterials.2021.121267,Homemade bread: Repurposing an ancient technology for in vitro tissue engineering,https://doi.org/10.1016/j.biomaterials.2021.121267,Elsevier BV,Biomaterials,2021-11-19,56,23,Scaffolding
10.3389/fsufs.2021.594650,Public Attitudes and Willingness to Pay for Cultured Meat: A Cross-Sectional Experimental Study,https://doi.org/10.3389/fsufs.2021.594650,Frontiers Media SA,Frontiers in Sustainable Food Systems,2021-02-13,45,14,Acceptance
10.1007/s11947-024-03552-4,Preparation of Novel Double Cross-Linked Hydrogels of Dietary Fibers and Proteins from Soybeans as Scaffolds for Cultured Meat,https://doi.org/10.1007/s11947-024-03552-4,Springer Science and Business Media LLC,Food and Bioprocess Technology,2024-08-12,33,1,Scaffolding
10.1016/j.fufo.2024.100395,Lactogenic treatment effects on milk synthesis genes and protein secretion in cultured bovine mammary epithelial cells,https://doi.org/10.1016/j.fufo.2024.100395,Elsevier BV,Future Foods,2024-06-13,40,1,Cell Differentiation
10.1016/j.biomaterials.2022.121602,Production of food-grade microcarriers based on by-products from the food industry to facilitate the expansion of bovine skeletal muscle satellite cells for cultured meat production,https://doi.org/10.1016/j.biomaterials.2022.121602,Elsevier BV,Biomaterials,2022-05-27,63,52,Scaffolding
10.1007/s11158-016-9331-4,"Chewing Over In Vitro Meat: Animal Ethics, Cannibalism and Social Progress",https://doi.org/10.1007/s11158-016-9331-4,Springer Science and Business Media LLC,Res Publica,2016-09-05,49,33,Ethics
10.1021/acs.biomac.2c01068,Cell Adhesion Motif-Functionalized Lipopeptides: Nanostructure and Selective Myoblast Cytocompatibility,https://doi.org/10.1021/acs.biomac.2c01068,American Chemical Society (ACS),Biomacromolecules,2022-12-15,135,11,Scaffolding
10.3390/su14126956,Perception of Cultured Meat as a Basis for Market Segmentation: Empirical Findings from Croatian Study,https://doi.org/10.3390/su14126956,MDPI AG,Sustainability,2022-06-13,49,12,Acceptance
10.3389/fnut.2024.1401715,German consumers’ attitudes toward artificial meat,https://doi.org/10.3389/fnut.2024.1401715,Frontiers Media SA,Frontiers in Nutrition,2024-06-12,54,9,Acceptance
10.1016/j.heliyon.2024.e38006,Obtaining source material for cellular agriculture,https://doi.org/10.1016/j.heliyon.2024.e38006,Elsevier BV,Heliyon,2024-09-17,56,1,Cell Sources
10.5851/kosfa.2023.e68,"The Comparison of Commercial Serum-Free Media for Hanwoo Satellite
                    Cell Proliferation and the Role of Fibroblast Growth Factor 2",https://doi.org/10.5851/kosfa.2023.e68,Korean Society for Food Science of Animal Resources,Food Science of Animal Resources,2023-10-23,43,8,Process
10.1016/j.crfs.2023.100545,Bovine muscle satellite cells in calves and cattle: A comparative study of cellular and genetic characteristics for cultivated meat production,https://doi.org/10.1016/j.crfs.2023.100545,Elsevier BV,Current Research in Food Science,2023-07-05,42,17,Process
10.1080/00036846.2024.2408035,"Consumers’ willingness to pay for alternative protein food products: taste preference, health, and environmental concerns",https://doi.org/10.1080/00036846.2024.2408035,Informa UK Limited,Applied Economics,2024-10-07,49,3,Acceptance
10.1177/14614448221122211,Framing in the social media era: Socio-psychological mechanisms underlying online public opinion of cultured meat,https://doi.org/10.1177/14614448221122211,SAGE Publications,New Media &amp; Society,2022-09-09,49,4,Education
10.5851/kosfa.2024.e72,"Effect of Chicken Age on Proliferation and Differentiation Abilities
                    of Muscle Stem Cells and Nutritional Characteristics of Cultured Meat
                    Tissue",https://doi.org/10.5851/kosfa.2024.e72,Korean Society for Food Science of Animal Resources,Food Science of Animal Resources,2024-08-07,40,4,Cell Sources
10.1016/j.jfutfo.2021.09.005,Porcine skeletal muscle tissue fabrication for cultured meat production using three-dimensional bioprinting technology,https://doi.org/10.1016/j.jfutfo.2021.09.005,Elsevier BV,Journal of Future Foods,2021-11-08,39,47,Scaffolding
10.1111/japp.12056,The Ethics of Producing <i>In Vitro</i> Meat,https://doi.org/10.1111/japp.12056,Wiley,Journal of Applied Philosophy,2014-02-28,0,86,Ethics
10.1057/s41599-022-01316-z,"The expected impact of cultivated and plant-based meats on jobs: the views of experts from Brazil, the United States and Europe",https://doi.org/10.1057/s41599-022-01316-z,Springer Science and Business Media LLC,Humanities and Social Sciences Communications,2022-08-29,79,22,Stakeholders
10.1016/j.jfoodeng.2023.111627,Nutritionally enhanced fibrous scaffolds by rolling droplet-interfacial polyelectrolyte complexation (RD-IPC),https://doi.org/10.1016/j.jfoodeng.2023.111627,Elsevier BV,Journal of Food Engineering,2023-06-15,31,2,Scaffolding
10.1002/cyto.a.24737,Validation of multiparametric panels for bovine mesenchymal stromal cell phenotyping,https://doi.org/10.1002/cyto.a.24737,Wiley,Cytometry Part A,2023-05-13,80,5,Cell Sources
10.3390/bioengineering9050187,Automatic Programmable Bioreactor with pH Monitoring System for Tissue Engineering Application,https://doi.org/10.3390/bioengineering9050187,MDPI AG,Bioengineering,2022-04-26,25,7,Process
10.1002/bit.27848,Scale‐up economics for cultured meat,https://doi.org/10.1002/bit.27848,Wiley,Biotechnology and Bioengineering,2021-06-08,43,158,Performance
10.1016/j.gloenvcha.2017.09.001,Greedy or needy? Land use and climate impacts of food in 2050 under different livestock futures,https://doi.org/10.1016/j.gloenvcha.2017.09.001,Elsevier BV,Global Environmental Change,2017-09-20,112,271,Performance
10.3390/su15129253,Livestock Farmers’ Attitudes towards Alternative Proteins,https://doi.org/10.3390/su15129253,MDPI AG,Sustainability,2023-06-08,76,8,Stakeholders
10.1016/j.biomaterials.2022.121487,3D-printable plant protein-enriched scaffolds for cultivated meat development,https://doi.org/10.1016/j.biomaterials.2022.121487,Elsevier BV,Biomaterials,2022-03-24,59,138,Scaffolding
10.3390/foods11213364,Large-Scale Expansion of Porcine Adipose-Derived Stem Cells Based on Microcarriers System for Cultured Meat Production,https://doi.org/10.3390/foods11213364,MDPI AG,Foods,2022-10-26,37,15,Cell Sources
10.1016/j.foodres.2023.113794,Recombinant bovine FGF1 promotes muscle satellite cells mitochondrial fission and proliferation in serum-free conditions,https://doi.org/10.1016/j.foodres.2023.113794,Elsevier BV,Food Research International,2023-12-03,49,9,Media
10.1002/elsc.202300005,Multi‐objective Bayesian algorithm automatically discovers low‐cost high‐growth serum‐free media for cellular agriculture application,https://doi.org/10.1002/elsc.202300005,Wiley,Engineering in Life Sciences,2023-06-28,22,11,Media
10.1111/1750-3841.15351,An empirical assessment of common or usual names to label cell‐based seafood products,https://doi.org/10.1111/1750-3841.15351,Wiley,Journal of Food Science,2020-07-21,34,27,Acceptance
10.1016/j.meatsci.2022.108776,Does the future of meat in France depend on cultured muscle cells? Answers from different consumer segments,https://doi.org/10.1016/j.meatsci.2022.108776,Elsevier BV,Meat Science,2022-02-22,39,45,NA
10.1016/j.foodqual.2023.105060,Acceptance of alternative meats among different dietarian styles: An explorative analysis in Italy,https://doi.org/10.1016/j.foodqual.2023.105060,Elsevier BV,Food Quality and Preference,2023-12-01,27,13,Acceptance
10.1007/s12571-023-01390-4,Evaluation of crises suitability of food systems: a comparison of alternative protein sources,https://doi.org/10.1007/s12571-023-01390-4,Springer Science and Business Media LLC,Food Security,2023-09-19,114,1,Performance
10.1007/s10943-017-0403-3,Cultured Meat in Islamic Perspective,https://doi.org/10.1007/s10943-017-0403-3,Springer Science and Business Media LLC,Journal of Religion and Health,2017-04-29,95,61,Religion
10.1016/j.jafr.2022.100358,How much will large-scale production of cell-cultured meat cost?,https://doi.org/10.1016/j.jafr.2022.100358,Elsevier BV,Journal of Agriculture and Food Research,2022-08-18,37,47,Performance
10.1016/j.foodres.2024.114425,Konjac glucomannan-fibrin composite hydrogel as a model for ideal scaffolds for cell-culture meat,https://doi.org/10.1016/j.foodres.2024.114425,Elsevier BV,Food Research International,2024-04-23,47,6,Scaffolding
10.1016/j.foodqual.2022.104573,"Consumers’ attitudes towards lab-grown meat, conventionally raised meat and plant-based protein alternatives",https://doi.org/10.1016/j.foodqual.2022.104573,Elsevier BV,Food Quality and Preference,2022-02-26,85,60,Acceptance
10.1016/j.ecoser.2022.101444,How to reduce agri-environmental impacts on ecosystem services: the role of nudging techniques to increase purchase of plant-based meat substitutes,https://doi.org/10.1016/j.ecoser.2022.101444,Elsevier BV,Ecosystem Services,2022-06-15,76,14,Acceptance
10.1007/s11569-017-0282-9,How Smart Grid Meets In Vitro Meat: on Visions as Socio-Epistemic Practices,https://doi.org/10.1007/s11569-017-0282-9,Springer Science and Business Media LLC,NanoEthics,2017-02-15,75,28,Ethics
10.1038/s41598-024-68247-4,Chemical and sensory analyses of cultivated pork fat tissue as a flavor enhancer for meat alternatives,https://doi.org/10.1038/s41598-024-68247-4,Springer Science and Business Media LLC,Scientific Reports,2024-07-31,103,5,Acceptance
10.1039/d0lc00508h,"Fattening chips: hypertrophy, feeding, and fasting of human white adipocytes<i>in vitro</i>",https://doi.org/10.1039/d0lc00508h,Royal Society of Chemistry (RSC),Lab on a Chip,2020-09-21,108,13,MIN
10.1007/s11356-022-23597-2,The role of environmental-related message on consumer acceptance of novel food production technology: an experimental investigation on artificial meat products,https://doi.org/10.1007/s11356-022-23597-2,Springer Science and Business Media LLC,Environmental Science and Pollution Research,2022-10-21,81,10,Acceptance
10.1007/s11356-022-23597-2,The role of environmental-related message on consumer acceptance of novel food production technology: an experimental investigation on artificial meat products,https://doi.org/10.1007/s11356-022-23597-2,Springer Science and Business Media LLC,Environmental Science and Pollution Research,2022-10-21,81,10,Media
10.1016/j.tifs.2022.04.015,The transformation of our food system using cellular agriculture: What lies ahead and who will lead it?,https://doi.org/10.1016/j.tifs.2022.04.015,Elsevier BV,Trends in Food Science &amp; Technology,2022-04-28,69,30,Review
10.3934/agrfood.2024021,Cultured meat: A survey of awareness among Greek consumers,https://doi.org/10.3934/agrfood.2024021,American Institute of Mathematical Sciences (AIMS),AIMS Agriculture and Food,2024-03-13,41,0,Acceptance
10.1016/j.biomaterials.2022.121543,3D porous scaffolds from wheat glutenin for cultured meat applications,https://doi.org/10.1016/j.biomaterials.2022.121543,Elsevier BV,Biomaterials,2022-04-27,66,104,Scaffolding
10.1016/j.fbio.2023.102923,Evaluation of fermented soybean meal and edible insect hydrolysates as potential serum replacement in pig muscle stem cell culture,https://doi.org/10.1016/j.fbio.2023.102923,Elsevier BV,Food Bioscience,2023-07-06,59,16,Media
10.3389/fsufs.2019.00069,How Normal Meat Becomes Stranger as Cultured Meat Becomes More Normal; Ambivalence and Ambiguity Below the Surface of Behavior,https://doi.org/10.3389/fsufs.2019.00069,Frontiers Media SA,Frontiers in Sustainable Food Systems,2019-08-28,45,47,Acceptance
