doi,themeID,group,section,existence,fulfillment
10.1080/08941920.2017.1304599,Humans,2,Other (Write),1,NA
10.1016/j.jfoodeng.2024.112259,Humans,1,Abstract,1,1
10.1016/j.jfoodeng.2024.112259,Humans,2,Introduction,1,NA
10.1016/j.foodpol.2022.102307,Humans,1,Abstract,1,NA
10.1016/j.foodpol.2022.102307,Humans,3,Introduction,1,0.5
10.1016/j.foodpol.2022.102307,Humans,5,Conclusion,1,NA
10.1016/j.scitotenv.2023.164988,Humans,3,Introduction,1,0.5
10.3390/nu15214649,Humans,2,Introduction,1,0.5
10.3390/nu15214649,Humans,3,Discussion,1,0.5
10.1038/s42003-022-03423-8,Humans,1,Abstract,1,0.5
10.1038/s42003-022-03423-8,Humans,2,Introduction,1,0.5
10.1186/s40100-023-00278-3,Humans,2,Introduction,1,NA
10.3390/bioengineering11080854,Humans,1,Abstract,1,0.5
10.3390/bioengineering11080854,Humans,2,Introduction,1,0.5
10.3390/bioengineering11080854,Humans,3,Discussion,1,0.5
10.3390/bioengineering11080854,Humans,5,Conclusion,1,0.5
10.1111/faf.12541,Humans,11,Body,1,0
10.1111/faf.12541,Humans,14,Discussion,1,0.5
10.1111/faf.12541,Humans,15,Discussion,1,0.5
10.1111/faf.12541,Humans,18,Conclusion,1,0
10.3390/su141912501,Humans,2,Introduction,0.5,0.5
10.3390/su141912501,Humans,6,Introduction,1,0.5
10.1155/2024/1027972,Humans,2,Introduction,1,0.5
10.1159/000511764,Humans,1,Abstract,1,0.5
10.1159/000511764,Humans,2,Body,1,0.5
10.1159/000511764,Humans,3,Body,1,1
10.1016/j.foodres.2022.111561,Humans,2,Introduction,1,0.5
10.1016/j.foodres.2022.111818,Humans,1,Introduction,1,0.5
10.3389/fsufs.2023.1302511,Humans,2,Introduction,1,NA
10.1039/d1fo04340d,Humans,1,Abstract,1,1
10.1039/d1fo04340d,Humans,2,Introduction,1,0.5
10.1002/fft2.165,Humans,2,Introduction,0.5,0.5
10.1002/fft2.165,Humans,4,Introduction,1,0.5
10.1016/j.foodhyd.2024.110369,Humans,2,Introduction,1,NA
10.1002/adsu.202300499,Humans,1,Abstract,1,0.5
10.1002/adsu.202300499,Humans,2,Introduction,1,0.5
10.1002/adsu.202300499,Humans,5,Discussion,1,0.5
10.1007/s11569-018-0330-0,Humans,1,Abstract,1,0.5
10.1007/s11569-018-0330-0,Humans,2,Introduction,1,0.5
10.1007/s11569-018-0330-0,Humans,4,Introduction,1,NA
10.1007/s11569-018-0330-0,Humans,6,Discussion,1,NA
10.1007/s11569-018-0330-0,Humans,7,Discussion,0,NA
10.1007/s11569-018-0330-0,Humans,10,Discussion,1,NA
10.1016/j.foodqual.2024.105102,Humans,2,Introduction,1,NA
10.1016/j.foodqual.2024.105102,Humans,5,Discussion,1,NA
10.1177/0963662516639001,Humans,1,Body,0.5,0.5
10.1016/j.foodhyd.2022.107632,Humans,1,Abstract,1,0.5
10.1016/j.foodhyd.2022.107632,Humans,2,Introduction,1,0.5
10.3390/foods12142682,Humans,2,Introduction,1,0.5
10.1371/journal.pone.0251432,Humans,8,Conclusion,1,1
10.3389/fsufs.2024.1294390,Humans,1,Introduction,1,NA
10.1108/BFJ-01-2018-0025,Humans,2,Introduction,1,NA
10.1177/09717218221075158,Humans,1,Introduction,1,0.5
10.1177/09717218221075158,Humans,3,Discussion,0.5,0.5
10.3389/fnut.2019.00103,Humans,3,Introduction,1,1
10.3390/su13158235,Humans,1,Abstract,1,0.5
10.3390/su13158235,Humans,4,Introduction,0.5,NA
10.3390/su13158235,Humans,6,Introduction,0,NA
10.3390/su13158235,Humans,7,Introduction,1,0.5
10.3389/fcell.2023.1193634,Humans,2,Introduction,1,0.5
10.3390/nu13041284,Humans,1,Abstract,1,0.5
10.3390/nu13041284,Humans,3,Introduction,1,0.5
10.3390/nu13041284,Humans,7,Discussion,1,NA
10.1016/j.MEATsci.2022.108964,Humans,1,Introduction,0.5,NA
10.1016/j.MEATsci.2022.108964,Humans,4,Introduction,1,0.5
10.1038/s41538-021-00090-7,Humans,1,Abstract,1,0.5
10.1038/s41538-021-00090-7,Humans,2,Introduction,1,0.5
10.3390/nu15132935,Humans,2,Introduction,1,0.5
10.1016/j.biomaterials.2022.121669,Humans,2,Introduction,1,0.5
10.1016/j.biomaterials.2022.121669,Humans,7,Conclusion,1,0.5
10.1080/22041451.2024.2324405,Humans,3,Introduction,1,0.5
10.1080/22041451.2024.2324405,Humans,5,Introduction,1,0.5
10.1080/22041451.2024.2324405,Humans,7,Other (Write),1,0.5
10.1080/22041451.2024.2324405,Humans,9,Discussion,1,0.5
10.1080/22041451.2024.2324405,Humans,11,Conclusion,1,0.5
10.3390/foods12142645,Humans,18,Conclusion,1,0
10.1038/s41538-021-00121-3,Humans,2,Abstract,1,NA
10.1038/s41538-021-00121-3,Humans,3,Introduction,1,0.5
10.1038/s41538-021-00121-3,Humans,8,Discussion,1,1
10.1016/j.foodchem.2024.140696,Humans,1,Abstract,1,1
10.1016/j.foodchem.2024.140696,Humans,2,Abstract,1,0.5
10.1016/j.foodchem.2024.140696,Humans,4,Introduction,1,0.5
10.1016/j.foodchem.2024.140696,Humans,7,Results and Discussion,1,0.5
10.1016/j.foodchem.2024.140696,Humans,10,Conclusion,1,0.5
10.1016/j.foodres.2022.111952,Humans,2,Introduction,1,0.5
10.1038/s41598-024-59767-0,Humans,3,Discussion,1,0.5
10.3389/fsufs.2019.00128,Humans,4,Body,1,0.5
10.3389/fsufs.2019.00128,Humans,6,Body,1,0.5
10.1016/j.foodcont.2021.108336,Humans,3,Introduction,1,0.5
10.1016/j.foodcont.2021.108336,Humans,5,Body,0.5,NA
10.1016/j.foodcont.2021.108336,Humans,6,Body,1,0.5
10.1016/j.foodcont.2021.108336,Humans,7,Other (Write),0.5,NA
10.1016/j.scitotenv.2022.158051,Humans,1,Introduction,1,0.5
10.1038/s41538-022-00155-1,Humans,3,Introduction,1,NA
10.1038/s41538-022-00155-1,Humans,6,Discussion,1,0.5
10.1080/01292986.2024.2342827,Humans,4,Introduction,1,0.5
10.1080/01292986.2024.2342827,Humans,10,Introduction,1,0.5
10.1007/s11367-015-0931-6,Humans,3,Introduction,1,NA
10.1016/j.fbio.2024.103819,Humans,1,Introduction,1,0.5
10.3390/jfb14040218,Humans,3,Introduction,1,NA
10.1177/2514848620963125,Humans,1,Abstract,1,0.5
10.1177/2514848620963125,Humans,2,Body,1,0.5
10.3390/foods10112537,Humans,2,Introduction,1,0.5
10.3389/fsufs.2019.00011,Humans,1,Abstract,1,1
10.3389/fsufs.2019.00011,Humans,3,Introduction,1,0.5
10.1016/j.foodqual.2023.105032,Humans,1,Introduction,1,0.5
10.1016/j.foodqual.2023.105032,Humans,2,Introduction,1,0
10.3389/fbioe.2022.895289,Humans,2,Introduction,1,0.5
10.1111/ajsp.12609,Humans,2,Introduction,1,0.5
10.1111/ajsp.12609,Humans,3,Introduction,1,1
10.1016/j.ijbiomac.2024.134242,Humans,2,Introduction,1,0.5
10.1016/j.foodhyd.2024.110156,Humans,1,Introduction,1,0.5
10.1016/j.foodhyd.2024.110156,Humans,3,Discussion,1,NA
10.1016/j.foodhyd.2024.110156,Humans,4,Discussion,1,0.5
10.1016/j.biomaterials.2021.121267,Humans,1,Introduction,1,0
10.3389/fsufs.2021.594650,Humans,3,Introduction,1,0.5
10.1016/j.biomaterials.2022.121602,Humans,2,Introduction,1,0.5
10.3390/su14126956,Humans,1,Introduction,1,0.5
10.3390/su14126956,Humans,4,Introduction,1,0.5
10.3389/fnut.2024.1401715,Humans,1,Introduction,0.5,0.5
10.1016/j.heliyon.2024.e38006,Humans,2,Introduction,1,0.5
10.1016/j.heliyon.2024.e38006,Humans,3,Introduction,1,1
10.1016/j.crfs.2023.100545,Humans,2,Introduction,1,0.5
10.1080/00036846.2024.2408035,Humans,2,Introduction,1,0.5
10.1080/00036846.2024.2408035,Humans,3,Introduction,1,1
10.1080/00036846.2024.2408035,Humans,5,Introduction,1,0.5
10.1177/14614448221122211,Humans,1,Body,1,0.5
10.5851/kosfa.2024.e72,Humans,1,Introduction,1,0.5
10.1016/j.jfutfo.2021.09.005,Humans,1,Introduction,1,1
10.1111/japp.12056,Humans,1,Abstract,1,0.5
10.1111/japp.12056,Humans,4,Introduction,1,1
10.1057/s41599-022-01316-z,Humans,1,Abstract,1,1
10.1057/s41599-022-01316-z,Humans,3,Introduction,1,1
10.1057/s41599-022-01316-z,Humans,8,Conclusion,1,1
10.1016/j.jfoodeng.2023.111627,Humans,1,Introduction,1,0.5
10.1016/j.jfoodeng.2023.111627,Humans,4,Discussion,1,1
10.1002/cyto.a.24737,Humans,1,Introduction,1,0.5
10.1002/bit.27848,Humans,1,Introduction,1,NA
10.3390/su15129253,Humans,1,Introduction,1,0.5
10.3390/su15129253,Humans,4,Introduction,1,0.5
10.1016/j.biomaterials.2022.121487,Humans,1,Abstract,1,0.5
10.1016/j.biomaterials.2022.121487,Humans,2,Introduction,1,1
10.3390/foods11213364,Humans,1,Introduction,1,NA
10.1016/j.foodres.2023.113794,Humans,2,Introduction,1,0.5
10.1016/j.foodres.2023.113794,Humans,3,Introduction,1,0.5
10.1002/elsc.202300005,Humans,1,Introduction,1,0.5
10.1016/j.MEATsci.2022.108776,Humans,1,Introduction,1,0.5
10.1016/j.foodqual.2023.105060,Humans,1,Abstract,1,0.5
10.1016/j.foodqual.2023.105060,Humans,2,Introduction,1,0.5
10.1007/s12571-023-01390-4,Humans,1,Abstract,1,NA
10.1007/s12571-023-01390-4,Humans,2,Introduction,1,0.5
10.1007/s12571-023-01390-4,Humans,3,Results and Discussion,0.5,0.5
10.1007/s12571-023-01390-4,Humans,4,Results and Discussion,1,1
10.1007/s12571-023-01390-4,Humans,6,Results and Discussion,1,1
10.1007/s12571-023-01390-4,Humans,8,Results and Discussion,1,0.5
10.1007/s12571-023-01390-4,Humans,9,Conclusion,1,0.5
10.1007/s10943-017-0403-3,Humans,2,Abstract,1,1
10.1007/s10943-017-0403-3,Humans,4,Background,1,1
10.1007/s10943-017-0403-3,Humans,5,Background,1,1
10.1007/s10943-017-0403-3,Humans,6,Background,1,1
10.1016/j.jafr.2022.100358,Humans,3,Introduction,1,0.5
10.1016/j.foodres.2024.114425,Humans,1,Introduction,0,1
10.1016/j.foodqual.2022.104573,Humans,2,Introduction,1,0.5
10.1016/j.foodqual.2022.104573,Humans,3,Introduction,0,0
10.1016/j.foodqual.2022.104573,Humans,8,Discussion,0.5,NA
10.1007/s11569-017-0282-9,Humans,3,Body,0.5,0
10.1007/s11569-017-0282-9,Humans,5,Body,1,0
10.1038/s41598-024-68247-4,Humans,1,Introduction,1,1
10.1007/s11356-022-23597-2,Humans,2,Introduction,1,NA
10.1007/s11356-022-23597-2,Humans,1,Abstract,1,1
10.3934/agrfood.2024021,Humans,2,Introduction,1,0.5
10.3934/agrfood.2024021,Humans,4,Introduction,1,1
10.1016/j.biomaterials.2022.121543,Humans,1,Introduction,1,0.5
10.1016/j.fbio.2023.102923,Humans,2,Introduction,1,0.5
10.1016/j.isci.2022.105054,Humans,3,Introduction,1,0.5
10.1038/s41467-021-25236-9,Humans,2,Introduction,1,0
10.1002/bit.27469,Humans,3,Introduction,1,0.5
10.1002/bit.27469,Humans,6,Introduction,1,1
10.3390/foods9020185,Humans,1,Introduction,1,0.5
10.3390/foods9020185,Humans,2,Introduction,1,1
10.1016/j.appet.2016.10.002,Humans,1,Abstract,1,0.5
10.1016/j.appet.2016.10.002,Humans,3,Introduction,1,0.5
10.1038/s41467-023-44001-8,Humans,1,Abstract,1,0.5
10.1038/s41467-023-44001-8,Humans,2,Introduction,1,0.5
10.1038/s41467-023-44001-8,Humans,5,Discussion,1,0.5
10.3390/foods11193037,Humans,1,Abstract,1,0.5
10.3390/foods11193037,Humans,3,Introduction,1,0
10.1016/j.biomaterials.2022.121659,Humans,2,Introduction,1,0.5
10.3390/su152316164,Humans,6,Discussion,1,0.5
10.1016/j.matdes.2024.112992,Humans,1,Abstract,1,0.5
10.1016/j.MEATsci.2022.109081,Humans,3,Introduction,1,1
10.1016/j.MEATsci.2022.109081,Humans,4,Introduction,1,0
10.3390/su15054009,Humans,2,Introduction,1,NA
10.1038/s41538-024-00257-y,Humans,2,Introduction,1,0.5
10.1016/j.ecolecon.2021.107329,Humans,1,Abstract,1,NA
10.1016/j.ecolecon.2021.107329,Humans,3,Introduction,1,NA
10.1016/j.ecolecon.2021.107329,Humans,4,Discussion,1,0.5
10.1016/j.biomaterials.2021.121107,Humans,2,Introduction,1,NA
10.1016/j.biomaterials.2021.121107,Humans,6,Discussion,0.5,0.5
10.1108/BFJ-02-2020-0092,Humans,2,Introduction,1,NA
10.1108/BFJ-02-2020-0092,Humans,6,Discussion,0.5,0.5
10.1016/j.fbio.2022.101766,Humans,2,Introduction,1,0.5
10.1016/j.fbio.2022.101766,Humans,5,Discussion,1,0.5
10.1016/j.fbio.2022.101766,Humans,7,Conclusion,1,0.5
10.1016/j.foodhyd.2024.110412,Humans,1,Introduction,1,0.5
10.1016/j.MEATsci.2023.109191,Humans,3,Introduction,1,NA
10.1016/j.foodpol.2022.102376,Humans,1,Introduction,0.5,NA
10.1016/j.foodpol.2022.102376,Humans,2,Introduction,1,0.5
10.1016/j.foodpol.2022.102376,Humans,6,Background,0.5,0.5
10.3390/biom12060838,Humans,1,Abstract,1,0.5
10.3390/biom12060838,Humans,2,Introduction,1,NA
10.3390/biom12060838,Humans,3,Introduction,0.5,NA
10.1177/2514848619827009,Humans,1,Introduction,1,1
10.1177/2514848619827009,Humans,2,Body,1,0.5
10.3389/fsufs.2024.1341151,Humans,1,Abstract,1,0.5
10.1080/09505431.2016.1171836,Humans,1,Introduction,1,0.5
10.1016/j.jfca.2024.106663,Increasing Food Security,5,Discussion,1,0
10.1002/bit.28324,Increasing Food Security,1,Abstract,1,0.5
10.1002/bit.28324,Increasing Food Security,3,Introduction,1,0.5
10.1016/j.ifset.2024.103734,Increasing Food Security,1,Abstract,1,NA
10.1016/j.ifset.2024.103734,Increasing Food Security,1,Abstract,1,0.5
10.1016/j.ifset.2024.103734,Increasing Food Security,6,Discussion,1,0
10.3389/fsufs.2023.1127164,Increasing Food Security,3,Introduction,1,0.5
10.1016/j.livsci.2021.104705,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.livsci.2021.104705,Increasing Food Security,4,Other (Write),1,0
10.1016/j.MEATsci.2019.04.004,Increasing Food Security,2,Introduction,0.5,NA
10.3389/fsufs.2023.1160458,Increasing Food Security,7,Other (Write),0.5,NA
10.3389/fsufs.2023.1160458,Increasing Food Security,8,Other (Write),-0.5,-0.5
10.1038/s41538-019-0041-0,Increasing Food Security,1,Abstract,1,0.5
10.1016/j.techsoc.2022.102116,Increasing Food Security,2,Introduction,0.5,0.5
10.1016/j.appet.2022.106392,Increasing Food Security,2,Introduction,1,0.5
10.1038/s41598-018-28746-7,Increasing Food Security,3,Introduction,0.5,0.5
10.1371/journal.pone.0290169,Increasing Food Security,4,Introduction,1,0.5
10.1371/journal.pone.0290169,Increasing Food Security,6,Other (Write),1,0.5
10.1016/j.fbio.2022.101571,Increasing Food Security,2,Introduction,1,NA
10.1016/j.fbio.2022.101571,Increasing Food Security,2,Introduction,1,0.5
10.3390/foods13040563,Increasing Food Security,2,Introduction,1,NA
10.3390/foods13040563,Increasing Food Security,2,Introduction,1,0.5
10.3390/foods13040563,Increasing Food Security,3,Introduction,1,1
10.1038/s41538-022-00172-0,Increasing Food Security,2,Introduction,1,0.5
10.1038/s41538-022-00172-0,Increasing Food Security,5,Introduction,1,NA
10.1038/s41538-022-00172-0,Increasing Food Security,5,Discussion,1,NA
10.1038/s41538-022-00172-0,Increasing Food Security,5,Introduction,1,0
10.1038/s41538-022-00172-0,Increasing Food Security,5,Discussion,1,0
10.1038/s41538-022-00157-z,Increasing Food Security,2,Introduction,1,0.5
10.1038/s41538-022-00157-z,Increasing Food Security,4,Discussion,0,0.5
10.5851/kosfa.2022.e61,Increasing Food Security,1,Introduction,1,NA
10.1007/s10806-019-09759-2,Increasing Food Security,1,Abstract,1,0.5
10.1007/s10806-019-09759-2,Increasing Food Security,2,Abstract,1,0.5
10.1016/j.fbio.2023.102910,Increasing Food Security,3,Introduction,1,1
10.3390/foods10112588,Increasing Food Security,1,Introduction,1,NA
10.1016/j.foodres.2023.113757,Increasing Food Security,1,Abstract,1,0.5
10.1016/j.foodres.2023.113757,Increasing Food Security,3,Introduction,1,0.5
10.1016/j.foodqual.2021.104226,Increasing Food Security,2,Introduction,1,0.5
10.1016/S2095-3119(14)60886-8,Increasing Food Security,1,Abstract,1,0.5
10.1016/S2095-3119(14)60886-8,Increasing Food Security,3,Introduction,1,1
10.1016/S2095-3119(14)60886-8,Increasing Food Security,7,Discussion,0.5,NA
10.1016/S2095-3119(14)60886-8,Increasing Food Security,9,Conclusion,1,0
10.1021/acsabm.3c00944,Increasing Food Security,1,Abstract,1,0.5
10.1021/acsabm.3c00944,Increasing Food Security,2,Introduction,1,NA
10.3390/nu11081904,Increasing Food Security,1,Abstract,1,0.5
10.3390/nu11081904,Increasing Food Security,3,Introduction,1,0.5
10.1038/s41538-024-00262-1,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.ifset.2024.103734,Increasing Food Security,7,Discussion,0.5,0
10.3390/bios14010024,Increasing Food Security,1,Introduction,1,0.5
10.3390/bios14010024,Increasing Food Security,5,Conclusion,1,0.5
10.1016/j.foodhyd.2024.109944,Increasing Food Security,1,Introduction,1,0.5
10.1016/j.foodhyd.2024.109944,Increasing Food Security,3,Discussion,1,0.5
10.1016/j.livsci.2022.104909,Increasing Food Security,1,Abstract,1,NA
10.1016/j.livsci.2022.104909,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.carbpol.2023.121287,Increasing Food Security,3,Introduction,1,0.5
10.1016/j.appet.2022.105990,Increasing Food Security,1,Introduction,1,0.5
10.1016/j.appet.2022.105990,Increasing Food Security,2,Introduction,1,1
10.1016/j.biomaterials.2022.121649,Increasing Food Security,3,Introduction,1,0.5
10.3390/conservation3020021,Increasing Food Security,3,Introduction,1,0.5
10.3390/conservation3020021,Increasing Food Security,14,Conclusion,1,0.5
10.3389/fsufs.2023.1127164,Increasing Food Security,2,Introduction,0.5,0.5
10.3389/fsufs.2023.1127164,Increasing Food Security,7,Other (Write),1,0
10.3389/fsufs.2023.1127164,Increasing Food Security,10,Discussion,0.5,0.5
10.1016/j.livsci.2021.104705,Increasing Food Security,6,Introduction,0.5,NA
10.1016/j.livsci.2021.104705,Increasing Food Security,7,Other (Write),0.5,0.5
10.1016/j.biomaterials.2021.121155,Increasing Food Security,2,Introduction,1,NA
10.1371/journal.pone.0221129,Increasing Food Security,3,Introduction,1,NA
10.1016/j.appet.2020.104860,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.crfs.2024.100841,Increasing Food Security,1,Abstract,1,NA
10.3390/foods13091358,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.crbiot.2024.100241,Increasing Food Security,1,Introduction,1,0.5
10.3389/fsufs.2023.1134100,Increasing Food Security,1,Abstract,1,NA
10.3389/fsufs.2023.1134100,Increasing Food Security,2,Introduction,1,0.5
10.3389/fsufs.2023.1134100,Increasing Food Security,6,Other (Write),1,NA
10.22434/IFAMR2022.0017,Increasing Food Security,1,Abstract,1,0.5
10.22434/IFAMR2022.0017,Increasing Food Security,8,Background,1,NA
10.22434/IFAMR2022.0017,Increasing Food Security,11,Results and Discussion,1,0.5
10.22434/IFAMR2022.0017,Increasing Food Security,14,Results and Discussion,1,0.5
10.3390/su12114377,Increasing Food Security,4,Background,1,NA
10.3390/su12114377,Increasing Food Security,7,Conclusion,1,NA
10.3390/su12114377,Increasing Food Security,8,Conclusion,0,0
10.3389/fsufs.2022.1056615,Increasing Food Security,1,Introduction,1,0.5
10.3389/fsufs.2022.1056615,Increasing Food Security,4,Results and Discussion,1,0.5
10.3390/foods12071384,Increasing Food Security,2,Introduction,1,0
10.1007/s10806-015-9573-8,Increasing Food Security,2,Introduction,1,0.5
10.3390/gels8020094,Increasing Food Security,1,Abstract,1,NA
10.3390/gels8020094,Increasing Food Security,3,Abstract,1,0
10.3390/gels8020094,Increasing Food Security,3,Introduction,1,0
10.3390/gels8020094,Increasing Food Security,3,Abstract,1,0.5
10.3390/gels8020094,Increasing Food Security,3,Introduction,1,0.5
10.3390/gels8020094,Increasing Food Security,7,Results and Discussion,1,0.5
10.3390/cells13020135,Increasing Food Security,1,Abstract,1,0.5
10.3390/cells13020135,Increasing Food Security,3,Introduction,1,NA
10.1007/s11626-024-00971-7,Increasing Food Security,1,Introduction,1,0.5
10.3389/fnut.2023.1197111,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.fufo.2024.100297,Increasing Food Security,3,Introduction,1,NA
10.1021/acsami.2c10620,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.appet.2024.107240,Increasing Food Security,2,Introduction,1,0.5
10.3828/extr.2022.11,Increasing Food Security,7,Other (Write),1,-0.5
10.3390/gels8020094,Increasing Food Security,2,Abstract,1,0.5
10.3390/gels8020094,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.fufo.2024.100443,Increasing Food Security,2,Introduction,1,1
10.1108/BFJ-09-2021-0987,Increasing Food Security,1,Abstract,1,NA
10.1108/BFJ-09-2021-0987,Increasing Food Security,3,Introduction,1,0.5
10.1016/j.foodqual.2024.105208,Increasing Food Security,2,Introduction,1,NA
10.1016/j.appet.2017.03.009,Increasing Food Security,1,Introduction,1,NA
10.1016/j.jfoodeng.2024.112259,Increasing Food Security,1,Abstract,1,1
10.1016/j.jfoodeng.2024.112259,Increasing Food Security,2,Introduction,1,NA
10.1016/j.foodpol.2022.102307,Increasing Food Security,1,Abstract,1,NA
10.1016/j.foodpol.2022.102307,Increasing Food Security,3,Introduction,1,0.5
10.1016/j.scitotenv.2023.164988,Increasing Food Security,3,Introduction,1,0.5
10.3390/nu15214649,Increasing Food Security,2,Introduction,1,0.5
10.1186/s40100-023-00278-3,Increasing Food Security,2,Introduction,1,NA
10.3390/bioengineering11080854,Increasing Food Security,2,Introduction,1,0.5
10.1111/faf.12541,Increasing Food Security,11,Body,1,0
10.1111/faf.12541,Increasing Food Security,15,Discussion,1,0.5
10.1111/faf.12541,Increasing Food Security,18,Conclusion,1,0
10.3390/su141912501,Increasing Food Security,2,Introduction,0.5,0.5
10.1155/2024/1027972,Increasing Food Security,2,Introduction,1,0.5
10.1159/000511764,Increasing Food Security,1,Abstract,1,0.5
10.1159/000511764,Increasing Food Security,2,Body,1,0.5
10.1016/j.foodres.2022.111561,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.foodres.2022.111818,Increasing Food Security,1,Introduction,1,0.5
10.3389/fsufs.2023.1302511,Increasing Food Security,2,Introduction,1,NA
10.1039/d1fo04340d,Increasing Food Security,2,Introduction,1,0.5
10.1002/fft2.165,Increasing Food Security,2,Introduction,0.5,0.5
10.1016/j.foodhyd.2024.110369,Increasing Food Security,2,Introduction,1,NA
10.1002/adsu.202300499,Increasing Food Security,1,Abstract,1,0.5
10.1002/adsu.202300499,Increasing Food Security,2,Introduction,1,0.5
10.1002/adsu.202300499,Increasing Food Security,5,Discussion,1,0.5
10.1007/s11569-018-0330-0,Increasing Food Security,4,Introduction,1,NA
10.1007/s11569-018-0330-0,Increasing Food Security,6,Discussion,1,NA
10.1177/0963662516639001,Increasing Food Security,1,Body,0.5,0.5
10.1016/j.foodhyd.2022.107632,Increasing Food Security,1,Abstract,1,0.5
10.1016/j.foodhyd.2022.107632,Increasing Food Security,2,Introduction,1,0.5
10.3390/foods12142682,Increasing Food Security,2,Introduction,1,0.5
10.3389/fsufs.2024.1294390,Increasing Food Security,1,Introduction,1,NA
10.1108/BFJ-01-2018-0025,Increasing Food Security,2,Introduction,1,NA
10.1177/09717218221075158,Increasing Food Security,1,Introduction,1,0.5
10.1177/09717218221075158,Increasing Food Security,3,Discussion,0.5,0.5
10.3389/fnut.2019.00103,Increasing Food Security,3,Introduction,1,1
10.3389/fcell.2023.1193634,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.MEATsci.2022.108964,Increasing Food Security,4,Introduction,1,0.5
10.1038/s41538-021-00090-7,Increasing Food Security,1,Abstract,1,0.5
10.1038/s41538-021-00090-7,Increasing Food Security,2,Introduction,1,0.5
10.3390/nu15132935,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.biomaterials.2022.121669,Increasing Food Security,2,Introduction,1,0.5
10.1080/22041451.2024.2324405,Increasing Food Security,5,Introduction,1,0.5
10.1080/22041451.2024.2324405,Increasing Food Security,7,Other (Write),1,0.5
10.1080/22041451.2024.2324405,Increasing Food Security,9,Discussion,1,0.5
10.1038/s41538-021-00121-3,Increasing Food Security,2,Abstract,1,NA
10.1038/s41538-021-00121-3,Increasing Food Security,3,Introduction,1,0.5
10.1016/j.foodres.2022.111952,Increasing Food Security,2,Introduction,1,0.5
10.3389/fsufs.2019.00128,Increasing Food Security,4,Body,1,0.5
10.1038/s41538-022-00155-1,Increasing Food Security,3,Introduction,1,NA
10.1080/01292986.2024.2342827,Increasing Food Security,10,Introduction,1,0.5
10.1007/s11367-015-0931-6,Increasing Food Security,3,Introduction,1,NA
10.1016/j.fbio.2024.103819,Increasing Food Security,1,Introduction,1,0.5
10.3390/jfb14040218,Increasing Food Security,3,Introduction,1,NA
10.1177/2514848620963125,Increasing Food Security,2,Body,1,0.5
10.3390/foods10112537,Increasing Food Security,2,Introduction,1,0.5
10.3389/fsufs.2019.00011,Increasing Food Security,3,Introduction,1,0.5
10.3389/fbioe.2022.895289,Increasing Food Security,2,Introduction,1,0.5
10.1111/ajsp.12609,Increasing Food Security,2,Introduction,1,0.5
10.1111/ajsp.12609,Increasing Food Security,3,Introduction,1,1
10.1016/j.ijbiomac.2024.134242,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.foodhyd.2024.110156,Increasing Food Security,1,Introduction,1,0.5
10.1016/j.foodhyd.2024.110156,Increasing Food Security,4,Discussion,1,0.5
10.3389/fsufs.2021.594650,Increasing Food Security,3,Introduction,1,0.5
10.1016/j.biomaterials.2022.121602,Increasing Food Security,2,Introduction,1,0.5
10.3390/su14126956,Increasing Food Security,1,Introduction,1,0.5
10.3389/fnut.2024.1401715,Increasing Food Security,1,Introduction,0.5,0.5
10.1016/j.heliyon.2024.e38006,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.crfs.2023.100545,Increasing Food Security,2,Introduction,1,0.5
10.1080/00036846.2024.2408035,Increasing Food Security,2,Introduction,1,0.5
10.1177/14614448221122211,Increasing Food Security,1,Body,1,0.5
10.1057/s41599-022-01316-z,Increasing Food Security,3,Introduction,1,1
10.1057/s41599-022-01316-z,Increasing Food Security,8,Conclusion,1,1
10.1016/j.jfoodeng.2023.111627,Increasing Food Security,1,Introduction,1,0.5
10.1002/cyto.a.24737,Increasing Food Security,1,Introduction,1,0.5
10.1016/j.biomaterials.2022.121487,Increasing Food Security,1,Abstract,1,0.5
10.1016/j.biomaterials.2022.121487,Increasing Food Security,2,Introduction,1,1
10.3390/foods11213364,Increasing Food Security,1,Introduction,1,NA
10.1016/j.foodres.2023.113794,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.MEATsci.2022.108776,Increasing Food Security,1,Introduction,1,0.5
10.1016/j.foodqual.2023.105060,Increasing Food Security,1,Abstract,1,0.5
10.1016/j.foodqual.2023.105060,Increasing Food Security,2,Introduction,1,0.5
10.1007/s12571-023-01390-4,Increasing Food Security,1,Abstract,1,NA
10.1007/s12571-023-01390-4,Increasing Food Security,2,Introduction,1,0.5
10.1007/s10943-017-0403-3,Increasing Food Security,4,Background,1,1
