doi,themeID,group,section,existence,fulfillment
10.1016/j.foodqual.2023.104966,Increasing Food Security,2,Introduction,1,0.5
10.3390/foods9060745,Increasing Food Security,4,Introduction,0.5,NA
10.3390/biom12111697,Increasing Food Security,2,Introduction,0.5,NA
10.1016/j.fbio.2021.100986,Increasing Food Security,1,Abstract,0.5,0.5
10.1016/j.fbio.2021.100986,Increasing Food Security,3,Introduction,1,0.5
10.1016/j.MEATsci.2022.108941,Increasing Food Security,4,Introduction,1,NA
10.1016/j.MEATsci.2022.108941,Increasing Food Security,6,Body,1,NA
10.1016/j.MEATsci.2022.108941,Increasing Food Security,7,Body,0.5,NA
10.1016/j.MEATsci.2022.108941,Increasing Food Security,9,Body,1,0
10.3389/fsufs.2022.847931,Increasing Food Security,2,Introduction,1,0.5
10.3390/foods9091152,Increasing Food Security,4,Discussion,1,0.5
10.3390/foods11172695,Increasing Food Security,2,Background,1,0.5
10.1016/j.lssr.2024.03.008,Increasing Food Security,2,Body,1,0.5
10.1080/07409710.2018.1531213,Increasing Food Security,1,Abstract,1,0.5
10.1080/07409710.2018.1531213,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.appet.2022.106307,Increasing Food Security,1,Introduction,1,NA
10.1016/j.gene.2023.147979,Increasing Food Security,1,Introduction,1,1
10.1371/journal.pone.0295265,Increasing Food Security,5,Introduction,1,NA
10.1016/j.MEATsci.2018.12.014,Increasing Food Security,3,Introduction,1,0.5
10.3390/ijerph19094948,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.MEATsci.2022.108846,Increasing Food Security,3,Body,1,0.5
10.1080/13511610.2024.2352744,Increasing Food Security,3,Introduction,1,0.5
10.1007/s43393-024-00280-w,Increasing Food Security,2,Introduction,1,0.5
10.1186/s13568-022-01397-8,Increasing Food Security,1,Abstract,1,NA
10.3390/agriculture12050671,Increasing Food Security,1,Introduction,1,0.5
10.3390/agriculture12050671,Increasing Food Security,5,Conclusion,1,0.5
10.1016/j.foodpol.2022.102337,Increasing Food Security,1,Introduction,1,NA
10.1016/j.foodpol.2022.102337,Increasing Food Security,16,Conclusion,1,0.5
10.1002/btpr.3239,Increasing Food Security,3,Introduction,1,0.5
10.1016/j.foodqual.2021.104368,Increasing Food Security,2,Introduction,0.5,NA
10.3390/foods11223740,Increasing Food Security,1,Introduction,1,0.5
10.1016/j.bbrc.2024.150784,Increasing Food Security,2,Introduction,1,0.5
10.1007/s10806-009-9226-x,Increasing Food Security,2,Introduction,1,NA
10.1007/s10806-009-9226-x,Increasing Food Security,4,Body,1,0.5
10.1038/s43016-020-0046-5,Increasing Food Security,1,Introduction,1,0.5
10.1016/j.appet.2019.02.021,Increasing Food Security,3,Introduction,1,0.5
10.3389/fsufs.2023.1277511,Increasing Food Security,1,Introduction,1,0
10.1016/j.foodqual.2022.104787,Increasing Food Security,1,Introduction,1,0.5
10.1111/risa.13279,Increasing Food Security,3,Introduction,1,NA
10.3389/fnut.2023.1043618,Increasing Food Security,4,Discussion,1,0.5
10.1017/aae.2023.36,Increasing Food Security,1,Introduction,1,NA
10.1017/aae.2023.36,Increasing Food Security,4,Discussion,1,0.5
10.1038/s41467-023-38593-4,Increasing Food Security,1,Abstract,1,1
10.1038/s41467-023-38593-4,Increasing Food Security,2,Introduction,1,0.5
10.1016/j.cirp.2022.04.001,Increasing Food Security,2,Introduction,1,1
10.1016/j.foodres.2023.113660,Increasing Food Security,2,Introduction,1,0.5
10.1080/15528014.2022.2027688,Increasing Food Security,2,Introduction,1,0.5
10.1038/s42003-023-05583-7,Increasing Food Security,2,Introduction,1,NA
10.1007/s12208-024-00419-4,Increasing Food Security,2,Introduction,1,0.5
10.1371/journal.pone.0171904,Increasing Food Security,3,Introduction,1,0.5
10.1038/s43247-024-01227-8,Increasing Food Security,1,Abstract,1,0.5
10.3389/fsufs.2023.1160458,Information is kept proprietary,10,Other (Write),0.5,-0.5
10.1016/j.scitotenv.2023.164988,Information is kept proprietary,2,Introduction,1,0.5
10.3390/foods12142645,Information is kept proprietary,1,Abstract,1,0.5
10.3390/foods12142645,Information is kept proprietary,1,Abstract,0.5,0.5
10.3390/foods12142645,Information is kept proprietary,13,Conclusion,0.5,0.5
10.3390/foods12142645,Information is kept proprietary,13,Results and Discussion,0.5,0.5
10.3390/foods12142645,Information is kept proprietary,13,Conclusion,0.5,NA
10.3390/foods12142645,Information is kept proprietary,13,Results and Discussion,0.5,NA
10.1177/2514848620963125,Information is kept proprietary,3,Body,1,NA
10.1177/2514848620963125,Information is kept proprietary,5,Conclusion,1,NA
10.1016/j.jfca.2024.106663,Investments,3,Introduction,1,0.5
10.1002/bit.28324,Investments,2,Abstract,1,0
10.3389/fsufs.2023.1160458,Investments,3,Introduction,-0.5,0.5
10.1038/s41538-019-0041-0,Investments,10,Results and Discussion,1,-0.5
10.1038/s41538-019-0041-0,Investments,11,Results and Discussion,1,0.5
10.1002/cite.202200151,Investments,1,Abstract,1,NA
10.1016/j.biomaterials.2021.121155,Investments,3,Introduction,-0.5,0.5
10.3389/fsufs.2023.1104731,Investments,11,Discussion,1,0.5
10.3389/fsufs.2023.1134100,Investments,4,Introduction,1,NA
10.3389/fsufs.2023.1134100,Investments,7,Other (Write),1,NA
10.22434/IFAMR2022.0017,Investments,6,Introduction,0,0.5
10.3390/foods12142645,Investments,3,Introduction,-0.5,0.5
10.3390/foods12142645,Investments,3,Introduction,1,0.5
10.1089/space.2019.0018,Investments,2,Abstract,1,1
10.1089/space.2019.0018,Investments,4,Discussion,1,0.5
10.1016/j.bej.2020.107864,Investments,3,Introduction,0,0.5
10.1016/j.appet.2024.107240,Investments,3,Introduction,1,NA
10.3390/foods12142645,Investments,11,Discussion,1,0.5
10.3390/foods12142645,Investments,11,Results and Discussion,1,0.5
10.3390/foods12142645,Investments,11,Discussion,1,NA
10.3390/foods12142645,Investments,11,Results and Discussion,1,NA
10.1002/bit.27848,Investments,2,Introduction,1,NA
10.1111/tran.12392,Investments,4,Body,-0.5,0.5
10.1016/j.biomaterials.2023.122176,Investments,3,Introduction,1,0.5
10.3389/fnut.2024.1315555,Investments,2,Abstract,1,0.5
10.1016/j.respol.2023.104866,Investments,4,Background,1,NA
10.1007/s10460-013-9427-9,Investments,2,Body,1,0
10.3390/foods11172695,Investments,7,Background,1,NA
10.1080/13511610.2024.2352744,Investments,4,Introduction,1,1
10.3389/fsufs.2023.1160458,It is disconnected from Nature,12,Other (Write),0.5,-0.5
10.3389/fsufs.2023.1134100,It is disconnected from Nature,7,Other (Write),1,NA
10.3390/su13158235,It is disconnected from Nature,4,Introduction,0.5,NA
10.1111/japp.12056,It is disconnected from Nature,5,Body,1,-1
10.1016/j.techfore.2023.122797,It is disconnected from Nature,10,Conclusion,0.5,NA
10.1007/s10806-014-9508-9,It is disconnected from Nature,6,Body,1,NA
10.1007/s10806-014-9508-9,It is disconnected from Nature,7,Body,1,NA
10.1016/j.MEATsci.2022.108941,It is disconnected from Nature,3,Introduction,1,NA
10.1016/j.appet.2022.106307,It is disconnected from Nature,3,Discussion,1,NA
10.3389/fsufs.2023.1127164,Job loss,9,Discussion,0.5,0
10.3389/fsufs.2023.1127164,Job loss,10,Discussion,0.5,0.5
10.3389/fsufs.2023.1134100,Job loss,1,Abstract,1,NA
10.3389/fsufs.2023.1134100,Job loss,5,Introduction,1,NA
10.1016/j.ces.2019.115269,Job loss,4,Introduction,1,NA
10.3389/fsufs.2022.1056615,Job loss,5,Results and Discussion,1,0
10.3389/fnut.2023.1197111,Job loss,5,Discussion,0.5,0
10.1108/BFJ-09-2021-0987,Job loss,9,Results and Discussion,0.5,NA
10.1371/journal.pone.0251432,Job loss,9,Conclusion,0,NA
10.1016/j.MEATsci.2022.108964,Job loss,5,Introduction,0.5,NA
10.1080/01292986.2024.2342827,Job loss,9,Introduction,0.5,NA
10.1057/s41599-022-01316-z,Job loss,2,Abstract,0,NA
10.1057/s41599-022-01316-z,Job loss,4,Discussion,1,0.5
10.1057/s41599-022-01316-z,Job loss,5,Discussion,0.5,NA
10.1057/s41599-022-01316-z,Job loss,7,Conclusion,0.5,0.5
10.3390/su15129253,Job loss,6,Discussion,0.5,NA
10.1016/j.MEATsci.2022.108776,Job loss,4,Discussion,0.5,NA
10.3934/agrfood.2024021,Job loss,1,Abstract,0.5,NA
10.3934/agrfood.2024021,Job loss,9,Conclusion,1,1
10.1016/j.MEATsci.2023.109191,Job loss,6,Introduction,0.5,NA
10.1016/j.techfore.2023.122797,Job loss,8,Discussion,0.5,NA
10.1016/j.techfore.2023.122797,Job loss,9,Discussion,0.5,NA
10.1017/S1867299X00003585,Job loss,9,Body,0.5,NA
10.1016/j.MEATsci.2022.108941,Job loss,8,Body,1,NA
10.3390/foods11172695,Job loss,5,Background,0.5,NA
10.1371/journal.pone.0295265,Job loss,3,Introduction,0.5,NA
10.1002/aic.16235,Job loss,3,Body,1,NA
10.1016/j.foodpol.2022.102337,Job loss,3,Introduction,0,NA
10.1016/j.foodpol.2022.102337,Job loss,8,Background,0.5,NA
10.1016/j.foodpol.2022.102337,Job loss,9,Results and Discussion,0.5,0.5
10.1016/j.foodpol.2022.102337,Job loss,13,Results and Discussion,0,NA
10.3389/fsufs.2023.1277511,Job loss,3,Introduction,1,NA
10.3389/fsufs.2023.1277511,Job loss,6,Background,1,NA
10.1002/bit.28324,Land Use or Land Change,1,Abstract,1,0.5
10.1002/bit.28324,Land Use or Land Change,6,Conclusion,1,1
10.1016/j.ifset.2024.103734,Land Use or Land Change,4,Introduction,1,NA
10.1016/j.ifset.2024.103734,Land Use or Land Change,6,Discussion,1,0
10.3389/fsufs.2023.1160458,Land Use or Land Change,7,Other (Write),0.5,NA
10.3389/fsufs.2023.1160458,Land Use or Land Change,10,Other (Write),0.5,-0.5
10.3389/fsufs.2023.1160458,Land Use or Land Change,11,Other (Write),0.5,-0.5
10.1353/con.2013.0013,Land Use or Land Change,3,Other (Write),1,0.5
10.1038/s41538-019-0041-0,Land Use or Land Change,1,Abstract,1,0.5
10.1038/s41538-019-0041-0,Land Use or Land Change,4,Introduction,1,0
10.1038/s41538-019-0041-0,Land Use or Land Change,12,Results and Discussion,1,0
10.1016/j.biomaterials.2022.121615,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.techsoc.2022.102116,Land Use or Land Change,6,Conclusion,1,0.5
10.1016/j.foodpol.2020.101931,Land Use or Land Change,8,Background,1,0.5
10.3390/cells13010041,Land Use or Land Change,3,Introduction,1,0.5
10.1038/s41538-022-00172-0,Land Use or Land Change,2,Introduction,1,0.5
10.1038/s41538-022-00172-0,Land Use or Land Change,4,Introduction,1,1
10.1038/s41538-022-00172-0,Land Use or Land Change,4,Introduction,0.5,1
10.1038/s41538-022-00172-0,Land Use or Land Change,3,Introduction,0.5,NA
10.1038/s41538-022-00172-0,Land Use or Land Change,3,Introduction,0.5,1
10.1038/s41538-022-00172-0,Land Use or Land Change,3,Introduction,1,NA
10.1038/s41538-022-00172-0,Land Use or Land Change,3,Introduction,1,1
10.5851/kosfa.2024.e46,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.fbio.2023.102910,Land Use or Land Change,3,Introduction,1,1
10.3390/foods10112588,Land Use or Land Change,1,Introduction,1,NA
10.1016/j.foodres.2023.113757,Land Use or Land Change,3,Introduction,1,0.5
10.1016/S2095-3119(14)60886-8,Land Use or Land Change,3,Introduction,1,1
10.3390/nu11081904,Land Use or Land Change,3,Introduction,1,0.5
10.1016/j.ifset.2024.103734,Land Use or Land Change,7,Discussion,0.5,0
10.1016/j.livsci.2022.104909,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.carbpol.2023.121287,Land Use or Land Change,3,Introduction,1,0.5
10.1016/j.appet.2022.105990,Land Use or Land Change,2,Introduction,1,1
10.1016/j.biomaterials.2022.121649,Land Use or Land Change,3,Introduction,1,0.5
10.3390/conservation3020021,Land Use or Land Change,1,Abstract,1,0.5
10.3390/conservation3020021,Land Use or Land Change,3,Introduction,1,0.5
10.3389/fsufs.2023.1160458,Land Use or Land Change,2,Introduction,1,0
10.3389/fsufs.2023.1160458,Land Use or Land Change,8,Other (Write),0.5,-0.5
10.1016/j.fbio.2022.101571,Land Use or Land Change,2,Introduction,1,0.5
10.3389/fnut.2020.00148,Land Use or Land Change,3,Introduction,1,0.5
10.3389/fnut.2020.00148,Land Use or Land Change,5,Introduction,1,0.5
10.1002/cite.202200151,Land Use or Land Change,2,Introduction,1,0.5
10.1371/journal.pone.0221129,Land Use or Land Change,5,Introduction,1,1
10.3390/foods13091358,Land Use or Land Change,2,Introduction,1,0.5
10.3389/fsufs.2023.1134100,Land Use or Land Change,2,Introduction,1,0.5
10.3389/fsufs.2023.1134100,Land Use or Land Change,8,Discussion,1,NA
10.22434/IFAMR2022.0017,Land Use or Land Change,11,Results and Discussion,1,0.5
10.1089/space.2019.0018,Land Use or Land Change,3,Introduction,1,1
10.3390/su12114377,Land Use or Land Change,4,Background,1,NA
10.3390/su12114377,Land Use or Land Change,5,Background,1,0.5
10.3390/su12114377,Land Use or Land Change,7,Conclusion,1,NA
10.3390/gels8020094,Land Use or Land Change,3,Abstract,1,0
10.3390/gels8020094,Land Use or Land Change,3,Introduction,1,0
10.3390/gels8020094,Land Use or Land Change,3,Abstract,1,0.5
10.3390/gels8020094,Land Use or Land Change,3,Introduction,1,0.5
10.1007/s11626-024-00971-7,Land Use or Land Change,1,Introduction,1,0.5
10.5187/jast.2023.e10,Land Use or Land Change,1,Introduction,1,0.5
10.1016/j.fufo.2024.100297,Land Use or Land Change,3,Introduction,1,NA
10.1016/j.fufo.2024.100297,Land Use or Land Change,4,Introduction,1,0.5
10.1021/acsami.2c10620,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.appet.2024.107240,Land Use or Land Change,2,Introduction,1,0.5
10.3828/extr.2022.11,Land Use or Land Change,7,Other (Write),1,-0.5
10.3390/gels8020094,Land Use or Land Change,2,Abstract,1,0.5
10.3390/gels8020094,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.foodqual.2024.105208,Land Use or Land Change,2,Introduction,1,NA
10.1016/j.foodqual.2024.105208,Land Use or Land Change,5,Discussion,1,-0.5
10.1016/j.foodqual.2024.105208,Land Use or Land Change,7,Discussion,1,0
10.1016/j.jfoodeng.2024.112259,Land Use or Land Change,2,Introduction,1,NA
10.1016/j.foodpol.2022.102307,Land Use or Land Change,3,Introduction,1,0.5
10.1016/j.foodpol.2022.102307,Land Use or Land Change,5,Conclusion,1,NA
10.3390/nu15214649,Land Use or Land Change,2,Introduction,1,0.5
10.3390/nu15214649,Land Use or Land Change,3,Discussion,1,0.5
10.1038/s42003-022-03423-8,Land Use or Land Change,2,Introduction,1,0.5
10.3390/bioengineering11080854,Land Use or Land Change,2,Introduction,1,0.5
10.3390/su141912501,Land Use or Land Change,5,Introduction,1,1
10.1159/000511764,Land Use or Land Change,1,Abstract,1,0.5
10.1159/000511764,Land Use or Land Change,2,Body,1,0.5
10.1002/adsu.202300499,Land Use or Land Change,3,Introduction,1,1
10.1007/s11569-018-0330-0,Land Use or Land Change,2,Introduction,1,0.5
10.1177/0963662516639001,Land Use or Land Change,1,Body,0.5,0.5
10.3390/foods12142682,Land Use or Land Change,2,Introduction,1,0.5
10.1108/BFJ-01-2018-0025,Land Use or Land Change,2,Introduction,1,NA
10.1177/09717218221075158,Land Use or Land Change,1,Introduction,1,0.5
10.3389/fcell.2023.1193634,Land Use or Land Change,2,Introduction,1,0.5
10.3390/nu13041284,Land Use or Land Change,3,Introduction,1,0.5
10.1038/s41538-021-00090-7,Land Use or Land Change,3,Introduction,1,1
10.1016/j.biomaterials.2022.121669,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.foodres.2022.111952,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.scitotenv.2022.158051,Land Use or Land Change,3,Introduction,1,0.5
10.3390/jfb14040218,Land Use or Land Change,3,Introduction,1,NA
10.1177/2514848620963125,Land Use or Land Change,2,Body,1,0.5
10.3390/foods10112537,Land Use or Land Change,1,Abstract,1,0.5
10.3390/foods10112537,Land Use or Land Change,2,Introduction,1,0.5
10.3389/fsufs.2019.00011,Land Use or Land Change,3,Introduction,1,0.5
10.1111/ajsp.12609,Land Use or Land Change,3,Introduction,1,1
10.1016/j.biomaterials.2021.121267,Land Use or Land Change,1,Introduction,1,0
10.3389/fsufs.2021.594650,Land Use or Land Change,3,Introduction,1,0.5
10.3389/fnut.2024.1401715,Land Use or Land Change,5,Discussion,0.5,0
10.1016/j.heliyon.2024.e38006,Land Use or Land Change,2,Introduction,1,0.5
10.1080/00036846.2024.2408035,Land Use or Land Change,3,Introduction,1,1
10.1111/japp.12056,Land Use or Land Change,4,Introduction,1,1
10.3390/su15129253,Land Use or Land Change,1,Introduction,1,0.5
10.3390/su15129253,Land Use or Land Change,4,Introduction,1,0.5
10.1016/j.foodres.2023.113794,Land Use or Land Change,3,Introduction,1,0.5
10.1007/s10943-017-0403-3,Land Use or Land Change,5,Background,1,1
10.1016/j.jafr.2022.100358,Land Use or Land Change,1,Abstract,0.5,0.5
10.1016/j.foodqual.2022.104573,Land Use or Land Change,6,Introduction,1,0.5
10.1007/s11569-017-0282-9,Land Use or Land Change,3,Body,0.5,0
10.1038/s41598-024-68247-4,Land Use or Land Change,1,Introduction,1,1
10.3934/agrfood.2024021,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.isci.2022.105054,Land Use or Land Change,3,Introduction,1,0.5
10.1002/bit.27469,Land Use or Land Change,3,Introduction,1,0.5
10.3390/foods9020185,Land Use or Land Change,1,Introduction,1,0.5
10.1016/j.biomaterials.2022.121659,Land Use or Land Change,2,Introduction,1,0.5
10.3390/su152316164,Land Use or Land Change,6,Discussion,1,0.5
10.1016/j.MEATsci.2022.109081,Land Use or Land Change,4,Introduction,1,0
10.1108/BFJ-02-2020-0092,Land Use or Land Change,3,Introduction,1,0.5
10.1016/j.bbrc.2023.10.018,Land Use or Land Change,3,Introduction,1,1
10.1016/j.foodhyd.2024.110412,Land Use or Land Change,1,Introduction,1,0.5
10.1038/s41538-019-0054-8,Land Use or Land Change,5,Discussion,1,0.5
10.1016/j.MEATsci.2023.109191,Land Use or Land Change,3,Introduction,1,NA
10.1016/j.foodpol.2022.102376,Land Use or Land Change,1,Introduction,0.5,NA
10.3390/biom12060838,Land Use or Land Change,2,Introduction,1,NA
10.1080/09505431.2016.1171836,Land Use or Land Change,1,Introduction,1,0.5
10.1016/j.techfore.2023.122797,Land Use or Land Change,2,Introduction,1,0.5
10.1353/con.2013.0013,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.MEATsci.2019.107924,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.geoforum.2021.10.001,Land Use or Land Change,4,Background,1,0
10.1038/s41598-024-61458-9,Land Use or Land Change,1,Introduction,1,0.5
10.1111/tran.12392,Land Use or Land Change,1,Introduction,1,0
10.1016/j.biomaterials.2023.122176,Land Use or Land Change,2,Introduction,1,0.5
10.1007/s11367-024-02350-6,Land Use or Land Change,1,Introduction,1,0.5
10.1038/s41598-023-40800-7,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.jclepro.2022.130593,Land Use or Land Change,4,Introduction,1,0.5
10.1017/S1867299X00003585,Land Use or Land Change,5,Body,1,0.5
10.7717/peerj.4939,Land Use or Land Change,2,Conclusion,1,0.5
10.1016/j.jclepro.2023.137119,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.respol.2023.104866,Land Use or Land Change,3,Introduction,1,0.5
10.1016/j.foodres.2024.114138,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.foodcont.2020.107390,Land Use or Land Change,3,Introduction,1,1
10.1021/acs.jafc.2c08004,Land Use or Land Change,3,Introduction,0.5,NA
10.1007/s10460-013-9427-9,Land Use or Land Change,3,Body,1,0.5
10.1108/BFJ-09-2022-0751,Land Use or Land Change,1,Introduction,0.5,NA
10.1108/BFJ-09-2022-0751,Land Use or Land Change,2,Introduction,1,NA
10.3390/foods9060745,Land Use or Land Change,1,Abstract,1,1
10.1016/j.fbio.2021.100986,Land Use or Land Change,1,Abstract,0.5,0.5
10.1016/j.fbio.2021.100986,Land Use or Land Change,3,Introduction,1,0.5
10.1016/j.MEATsci.2022.108941,Land Use or Land Change,7,Body,0.5,NA
10.3389/fsufs.2022.847931,Land Use or Land Change,2,Introduction,1,0.5
10.3390/foods9091152,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.jretconser.2022.103225,Land Use or Land Change,5,Discussion,1,0.5
10.3390/foods11172695,Land Use or Land Change,1,Introduction,1,0.5
10.1007/s10640-023-00780-8,Land Use or Land Change,1,Introduction,1,0.5
10.1111/1477-9552.12467,Land Use or Land Change,1,Introduction,1,0.5
10.3390/app12105155,Land Use or Land Change,4,Discussion,1,0.5
10.3390/su151511722,Land Use or Land Change,6,Background,1,1
10.1016/j.lssr.2024.03.008,Land Use or Land Change,1,Abstract,1,NA
10.1109/MTS.2015.2395967,Land Use or Land Change,5,Body,1,0.5
10.1016/j.MEATsci.2013.04.036,Land Use or Land Change,1,Body,1,0.5
10.1080/07409710.2018.1531213,Land Use or Land Change,2,Introduction,1,0.5
10.3389/fsufs.2019.00005,Land Use or Land Change,2,Introduction,1,NA
10.1016/j.foodhyd.2024.110017,Land Use or Land Change,2,Introduction,1,1
10.3390/foods13111627,Land Use or Land Change,2,Introduction,1,0.5
10.1021/acs.jafc.4c00624,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.MEATsci.2018.12.014,Land Use or Land Change,1,Introduction,1,0.5
10.1016/j.appet.2023.107025,Land Use or Land Change,1,Introduction,1,0.5
10.1021/acssuschemeng.3c02972,Land Use or Land Change,2,Introduction,1,0.5
10.1080/13511610.2024.2352744,Land Use or Land Change,2,Introduction,1,0.5
10.1002/btpr.2941,Land Use or Land Change,2,Introduction,1,0.5
10.1002/aic.16235,Land Use or Land Change,1,Introduction,1,NA
10.1002/aic.16235,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.foodpol.2022.102337,Land Use or Land Change,4,Background,1,0.5
10.1016/j.foodpol.2022.102337,Land Use or Land Change,5,Background,1,0.5
10.1002/btpr.3239,Land Use or Land Change,3,Introduction,1,0.5
10.3390/foods11223740,Land Use or Land Change,1,Introduction,1,0.5
10.1016/j.fbio.2024.104343,Land Use or Land Change,3,Introduction,1,0.5
10.1016/j.appet.2018.02.030,Land Use or Land Change,1,Introduction,1,0.5
10.1016/j.appet.2018.02.030,Land Use or Land Change,7,Discussion,1,1
10.3389/fsufs.2023.1277511,Land Use or Land Change,1,Introduction,1,0
10.1016/j.foodqual.2022.104787,Land Use or Land Change,1,Introduction,1,0.5
10.1111/risa.13279,Land Use or Land Change,4,Introduction,1,0.5
10.1021/acsbiomaterials.3c01500,Land Use or Land Change,1,Introduction,1,0.5
10.3390/foods8100521,Land Use or Land Change,2,Introduction,1,0.5
10.1111/j.1365-2672.1994.tb04414.x,Land Use or Land Change,2,Introduction,1,0
10.1016/j.foodres.2023.113194,Land Use or Land Change,2,Introduction,1,0.5
10.3389/fpsyg.2023.1021891,Land Use or Land Change,1,Introduction,1,NA
10.1021/acs.est.5b01614,Land Use or Land Change,1,Abstract,1,0.5
10.1021/acs.est.5b01614,Land Use or Land Change,5,Discussion,1,0.5
10.1016/j.cirp.2022.04.001,Land Use or Land Change,2,Introduction,1,1
10.3390/socsci11120567,Land Use or Land Change,2,Introduction,1,NA
10.1080/15528014.2022.2027688,Land Use or Land Change,2,Introduction,1,0.5
10.1016/j.foodres.2023.113217,Land Use or Land Change,2,Introduction,1,0.5
10.1038/s43247-024-01227-8,Land Use or Land Change,1,Abstract,1,0.5
10.1038/s43247-024-01227-8,Land Use or Land Change,2,Introduction,1,0.5
10.1007/s10640-020-00484-3,Land Use or Land Change,2,Introduction,1,NA
10.1108/BFJ-11-2012-0288,Land Use or Land Change,4,Conclusion,1,0.5
10.1016/j.fufo.2024.100409,Land Use or Land Change,3,Introduction,1,0.5
10.1016/j.jfca.2024.106663,Livestock,2,Introduction,1,0.5
10.1016/j.jfca.2024.106663,Livestock,6,Conclusion,1,0.5
10.1002/bit.28324,Livestock,3,Introduction,1,0.5
10.1016/j.ifset.2024.103734,Livestock,3,Introduction,1,1
10.1016/j.ifset.2024.103734,Livestock,6,Discussion,1,0
10.1016/j.livsci.2021.104705,Livestock,2,Introduction,1,0.5
10.1016/j.livsci.2021.104705,Livestock,4,Other (Write),1,0
10.1016/j.MEATsci.2019.04.004,Livestock,3,Introduction,1,1
10.1353/con.2013.0013,Livestock,1,Abstract,1,0.5
10.1353/con.2013.0013,Livestock,1,Abstract,0.5,NA
10.1353/con.2013.0013,Livestock,2,Introduction,1,0
10.1353/con.2013.0013,Livestock,2,Introduction,1,0.5
10.1353/con.2013.0013,Livestock,3,Other (Write),1,0.5
10.1353/con.2013.0013,Livestock,4,Other (Write),1,-0.5
10.1016/j.biomaterials.2022.121615,Livestock,2,Introduction,1,0.5
10.1016/j.techsoc.2022.102116,Livestock,1,Introduction,1,0.5
10.1016/j.techsoc.2022.102116,Livestock,5,Conclusion,1,0.5
10.1016/j.appet.2022.106392,Livestock,1,Abstract,0.5,0.5
10.1016/j.appet.2022.106392,Livestock,2,Introduction,1,0.5
10.1016/j.appet.2022.106392,Livestock,7,Results and Discussion,0.5,0.5
10.1016/j.appet.2022.106392,Livestock,8,Conclusion,0.5,0
10.1016/j.foodpol.2020.101931,Livestock,2,Introduction,1,0.5
10.1007/s10806-017-9654-y,Livestock,1,Other (Write),0.5,0.5
10.1038/s41598-018-28746-7,Livestock,3,Introduction,0.5,0.5
10.1016/j.foodres.2023.113617,Livestock,4,Introduction,0.5,-0.5
10.1021/acs.jafc.3c06638,Livestock,3,Introduction,1,1
10.1371/journal.pone.0290169,Livestock,6,Other (Write),1,0.5
10.3390/cells13010041,Livestock,3,Introduction,1,0.5
10.1038/s41538-022-00172-0,Livestock,2,Introduction,1,0.5
10.1038/s41538-022-00172-0,Livestock,7,Discussion,1,0.5
10.1038/s41538-022-00172-0,Livestock,7,Discussion,0.5,0.5
10.5851/kosfa.2022.e61,Livestock,1,Introduction,1,NA
10.1007/s10806-019-09759-2,Livestock,1,Abstract,1,0.5
10.1007/s10806-019-09759-2,Livestock,2,Abstract,1,0.5
10.1007/s10806-019-09759-2,Livestock,3,Other (Write),1,0.5
10.1007/s10806-019-09759-2,Livestock,5,Other (Write),1,-1
10.5851/kosfa.2024.e46,Livestock,2,Introduction,1,0.5
10.1016/j.fbio.2023.102910,Livestock,1,Abstract,1,1
10.1016/j.fbio.2023.102910,Livestock,3,Introduction,1,1
10.3390/foods10112588,Livestock,2,Introduction,1,0
10.1016/j.foodqual.2021.104226,Livestock,2,Introduction,1,0.5
10.1016/S2095-3119(14)60886-8,Livestock,1,Abstract,1,0.5
10.1016/S2095-3119(14)60886-8,Livestock,4,Introduction,1,0.5
10.1016/S2095-3119(14)60886-8,Livestock,7,Discussion,0.5,NA
10.1016/S2095-3119(14)60886-8,Livestock,9,Conclusion,1,0
10.1038/s41538-024-00262-1,Livestock,2,Introduction,1,0.5
10.1016/j.ifset.2024.103734,Livestock,4,Introduction,1,0.5
10.1016/j.ifset.2024.103734,Livestock,7,Discussion,0.5,0
10.3390/bios14010024,Livestock,2,Introduction,1,0.5
10.1016/j.foodhyd.2024.109944,Livestock,1,Introduction,1,0.5
10.1016/j.livsci.2022.104909,Livestock,2,Introduction,1,0.5
10.1016/j.carbpol.2023.121287,Livestock,1,Abstract,1,0.5
10.1016/j.carbpol.2023.121287,Livestock,3,Introduction,1,0.5
10.1016/j.appet.2022.105990,Livestock,2,Introduction,1,1
10.1016/j.biomaterials.2022.121649,Livestock,3,Introduction,1,0.5
